id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
2727148,2022-04-11,Yeni tikili,5 / 16,90 m²,2,var,146 000AZN,vasitəçi (agent),"T Ə C İ L İ S A T I L I R... ƏLA FÜRSƏT...
MÜNASİB QİYMƏT...
QAZLI və KUPÇALI...İPOTEKAYA YARARLI.

Yasamal rayonu...Qələbə dairəsində, İnşaatçlar metro-stansiyasına 3-4 dəq. piyada məsafədə yerləşən,dayanacaqdan 2-3 dəqiqəlik məsafədə...bütün infrastruktura malik yerdə: məktəblər, uşaq baxçaları, supermarketlər, gözəllik salonları, park, stadion, metro, poçt filialı və s. yerləşir...

16 mərtəbəli yeni tikilinin 5ci mərtəbəsində... ümumi sahəsi 90 kv...2 otaqlı mənzil təcili satılır...sakit geniş həyəti və yeraltı qarajı var,sürətli lift, usaq meydançası... İstilik sistemi kombidir...
Qaz,su,işıq daimidir...

Real alıcıya endirim olacaq...",12,İnşaatçılar m.Yasamal r.
2727146,2022-04-11,Yeni tikili,10 / 16,98.2 m²,2,yoxdur,142 317AZN,vasitəçi (agent),"Lake City yaşayış şəhərciyi Ziya Bünyadov və Heydər Əliyev prospektlərinin kəsişməsində yerləşir. Koroğlu metrostansiyasına 3 dəqiqəlik məsafədə. Şəhərcik premium seqmentdə inşa edilir Bakı Olimpiya stadionuna və Böyük Şor gölünə panoraması vardır. Hər binada iki ədəd sürətli və səssiz ""Mitsubishi"" markalı liftlər quraşdırılmışdır. Yaşayış şəhərciyində 2 ha yaşıllıq ərazi mövcuddur. Şəhərciyin həyətində açıq hovuz, uşaq bağçası, supermarket, idman meydançası, istirahət terrasları, qapalı hovuz, fitnes zalı olacaq. Mənzili daxili kredit ilə əldə etmək mümkündür.
",248,Nərimanov r.
2727145,2022-04-11,Köhnə tikili,4 / 4,90 m²,3,var,130 000AZN,vasitəçi (agent),DİQQƏT  !!!   ŞƏHƏRİN  TAM  MƏRKƏZİNDƏ  3  OTAQLI  DÜŞMƏ  MƏNZİL  SATILIR .   TƏMİZ  ARXİTEKTUR  Binadır GİRİŞİ  yalnız  BLOKDANDIR .  Blok  axıra  qədər  Tam  Təmirlidir.  3 - OTAQLI  Mənzildir   TƏMİRSİZDİR  ƏLAVƏ  geniş  bir  sahəsi  oldugu  üçün  DÖRDÜNCÜ  otağıda  mövcuddur.  Skvaznoy  mənzildir  Bir  geniş  BALKONU  var.  TƏCİLİ  SATLIR.,12,Qış parkı Nizami kinoteatrı Milli Konservatoriya Sahil m.Nəsimi r.
2727144,2022-04-11,Yeni tikili,12 / 15,130 m²,3,var,186 900AZN,vasitəçi (agent),"Xətai rayonu , Sadıqcan küçəsində yerləşən 15 mərtəbəli binanın 12-ci mərtəbəsində  her bir şəraiti ilə təmin olunmuş 3 otaqlı sahəsi 130m² olan mənzil satılır. Bina şəhərin ekoloji cəhətdən təmiz, dəniz havası tərəfdə yerləşir və bu mənzilə sahib olmaq istəyənlər, kontinqent cəhətdən möhtəşəm bir binada menzil sahibi ola bilərlər. Mənzilin təmiri vaxtı ilə çox keyfiyyətli şəkildə edilib və tək holda kı mebelə 4000 AZN xərclənib.

Yaxınlıqında olan yerlər :
• 2 Orta məktəb
• 3 Uşaq baxcası yaxınlıqında
• Böyük super marketlər

Binanın ətrafında:
• Xətai rayonu Baş Polis Idarəsi
• Genclik Parkı

Mənzil haqında :
• 3 otaqlı mənzil
• 130 m²
• Yaxşı təmirli
• Balkon 2 ədəd
• Qaz Daimi ( kart )
• İşıq daimi
• Kombi
• İsitmə sistemi ( mərkəzi )
• İsti döşəmə
• Bütün pəncərələr böyük panarama
• Geniş koridor
• Hamam da Duş Kabina
• Diod lampalar bütün mənzildə
• Parket 1 ci sort
• Peyk və Optik TV
• Telefon

🔴Qiymət mənzilə baxış zamanı, ancaq sahibkarla müzakirə olunacaq",131,Xətai r.
2727143,2022-04-11,Köhnə tikili,5 / 5,80 m²,3,var,41 000AZN,mülkiyyətçi,3otaqlı orta təmirli mənzil satılır 5şin-5ci mərtəbəsidi,10,Gəncə
2727142,2022-04-11,Köhnə tikili,3 / 9,50 m²,2,var,95 000AZN,mülkiyyətçi,Atatürk Prospektində HB GÜVEN KLİNİKA-sının yaxınlığında 9/3 mərtəbəsində yerləşən leninqrad layihəli mənzil satılır. Mənzil 1 otaqdan 2 otağa düzəlib. Mənzildə təmirdən sonra yaşayış olmayıb. Gözəl və geniş həyəti var. Artırmağa əlavə yeridə,47,Ayna Sultanova heykəli Nərimanov r.
2727140,2022-04-11,Yeni tikili,11 / 17,110 m²,3,var,180 000AZN,vasitəçi (agent),"💥TƏCİLİ💥
📍Ünvan : İnşaatçılar m/s. ATS-ə yaxın
•  Növ : Yeni tikili
•  Mərtəbə : 17/11
•  Otaq : qanuni 3 otaq
•  Sahə : 110 m²
•  Təmir : Tam təmirli
•  Sənəd : Çıxarış (Kupça)

•  Qiymət : 180.000₼
•  Elan N553
•  Qeyd : Mənzil əşyalı satılır. Mənzildə Qaz, su, işıq daimidir, istilik sistemi Kombidir. Mənzilin 2 sanuzeli var.",9,İnşaatçılar m.Yasamal r.
2679037,2022-04-11,Yeni tikili,2 / 7,57 m²,2,yoxdur,58 000AZN,vasitəçi (agent),Tecili AAAF park yasayis kompleksinde tam temirli esyali menzil satilir!!!Istilik sistemi kombi.Daimi Qazi Suyu isigi suretli lifti.Menzil 1otagdan 2otaga duzelib.Xais olunur real alicilar narahat etsinler.OFIS XIDMET HAQQI 1%,43,Xırdalan
2727136,2022-04-11,Köhnə tikili,5 / 5,70 m²,2,var,28 000AZN,mülkiyyətçi,Şirvan Şeherinde Merkezi Xestexananın Yanında.5 Mertebeli Binanın 5-ci Mertebesinde 1 Otaqdan 2 Otaqa Düzelme Super Temirli Geniş Bezi Eşyaları Evde Qalmaq Şerti İle Ev Satıram!,12,Şirvan
2684655,2022-04-11,Yeni tikili,12 / 14,130 m²,3,yoxdur,370 000AZN,vasitəçi (agent),"Заселенный элитный комплекс VIP класса в центре города, по близости Дворец имени Г Алиева и Зимний парк, 3 комнатный, 12/14, свежий модерн ремонт в стиле HERTZ, "" кухня - студия "", палы паркет, встроенная кухня, после ремонта не жили. Мраморные блоки и скоростные немецкие лифты. Охранямый роскошный двор и паркинг. После ремонта не жили. ",51,Qış parkı Bakı Musiqi Akademiyası Sirk Milli Konservatoriya Nəsimi r.
