id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
2667533,2022-03-08,Yeni tikili,10 / 18,140 m²,3,var,215 000AZN,mülkiyyətçi,"Pronto MTK qazlı kupçalı. Nazlı sarayın yanı. Özüm üçun təmir eləmişəm. Təmir vaxtı yalnız yüksək keyfiyyətli və brend (Gewiss, Grohe Pexal ve s.) materiallardan istifadə olunub. Bina 24 saat mühafizəçi və kamera sistemi ilə mühafizə olunur.Hər blokunda 2 ədəd Hundai liftləri var,binanın altında Araz market,Bazar store mağazaları fəaliyyətdədir.Binanın uşaq baxçası da fəaliyyət göstərir.",21,Nizami r.8-ci kilometr q.
2667531,2022-03-08,Yeni tikili,2 / 18,80 m²,2,var,127 000AZN,vasitəçi (agent),COOOX COOOXTECILI KUPCALI IPOTEKAYA YARARLI Hesenbey Zerdabi kucesi Insaatcilar metrosuna 3-4 deqiqelik mesafede Bakumolla yaxin Zirrat bankin yani yeni tikili 18 mertebeli binanin 2 ci mertebesinde RADNOY 2 otaqli yaxsi temirli menzil satilir. Pol parketdir.5 m uzunlugunda aciq balkon Metbex dehliz sanitar qovsaq isti poldur.Istilik sistemi kombidir.Yaxinliqda mekteb baxca boyuk supermarketler marsurut xetleri hereket edirler Bir sozle erazi butun infrastrukutlarla ehate olunmusdur.Ciddi sexsler elaqe saxlasin OFIS HAQQI akan terefinden 1% odenilecek.,236,İnşaatçılar m.Yasamal r.
2667530,2022-03-08,Köhnə tikili,5 / 5,40.5 m²,2,var,130 000AZN,mülkiyyətçi,"28 May və Gənclik metrolarının yaxınlığında, Hərbi Prokurorluğun arxasında, Ceyhun Hacıbəyli küçəsində 5 mərtəbəli daş binanın 5-ci mərtəbəsində 2 otaqli mənzil satılır.
Bina infrastruktur çəhətdən çox əlverişli yerdə yerləşir, yaxın məsafədə 28 May m/st, Dədə Qorqud parkı, zoopark, məktəb, uşaq bağçası, supermarketlər, istirahət məkanları və digər iaşə obyektləri var.",13,Zoopark Dostluq kinoteatrı Nərimanov r.
2667529,2022-03-08,Yeni tikili,13 / 17,103 m²,3,var,197 000AZN,vasitəçi (agent),Qara Qarayevdə metroya 5 dəq məsafədə olan yeni tikili bina olan Kristal Abşeron yaşayiş kompleksində ilkin ödəniş 70 min manat edib 13 il 10 ay  ayliq 1260 manat ödəməklə sahib ola bilərsiz.Mənzil qanuni 3 otaqdir.Mənzili tək şəxsiyyət vəsiqəsi ilə ala bilərsiz.Əlavə Məlumat üçün əlaqə saxliya bilərsiz.,42,Qara Qarayev m.Nizami r.
2667525,2022-03-08,Köhnə tikili,1 / 5,50 m²,2,var,52 500AZN,vasitəçi (agent),Bina Kiev layihelidir. Padvali qupqurudur. Ev padobyektdir. Binada istilik sistemi merkezidir.orta blokdur . uqlavoy deyil. Bina tam merkezdedir.orta temir .seliqeli menzildir,29,Suraxanı r.Hövsan q.
2667520,2022-03-08,Yeni tikili,5 / 11,45 m²,2,yoxdur,44 600AZN,mülkiyyətçi,"Studiya tipli 2otaqlıdı.
evin daxili kreditlə noyabr 2022-ci il  tarixədək aylıq 560 manat - cəmi 4480 kredit  borcu qalıb, evdə qeyd olunan təmir işləri görülüb: alçipan     vurulub, elektrik işləri görülüb, hamam suvaqdı, divarlarda şpaklyovka işi görülüb, yer laminat vurulmaq üçün hazır vəziyyətdədir, kombi sistemi xətlər çəkilib,digər xırda təmir işləri görülüb.
44600 evin ümumi qiymətidir, qiymətə qalan kredit borcuda daxildir, ",76,Sumqayıt
2667517,2022-03-08,Yeni tikili,5 / 16,130 m²,3,var,220 000AZN,vasitəçi (agent),Neftçilərdə metronun çıxışında yerləşən yeni tikili binada qanuni 3 otaqlı əla təmirli mənzil satışa təqdim olunur.Mənzilin ümumi sahəsi 130 kv m di.Mənzilin əla proyekti var.Otaqlar genişdi .Hamam Tuolet ayrı ayrıdı.Kupça Texpasport var.Bİnanin təhvil verilmə ili 2013 dü.Mənzilə baxmaq üçün buyurub əlaqə saxlaya bilərsiniz.Xidmət haqqı 1 %,20,Neftçilər m.Nizami r.
2667516,2022-03-08,Yeni tikili,5 / 13,175 m²,3,var,289 000AZN,vasitəçi (agent),"Tecili olaraq Genclik   metrosunun yaninda   GENCLIK  MALL in yaninda   Tongal restoranin yaninda  Yeni tikili  binada  Cox boyuk  bir menzil  satiwa cixardilib, menzilin  geniw  zali  boyuk otaqlari. boyuk otaqlari  2 sanuzeli  ve.  3  balkonu var.  Menzilin hundur  pataloku  iwilig  geniw  zali  var.  bina  cox  keyfiyyetli  binadir  cox gozel proekti  var. Bina yuksek kontingeti var,  2  suretli  lifti var. menzilin  wehere  gozel  goruntusu  var. 
Menzil  tecili  satilir  qiymet  ST.  QOYULUB   
Real muwderi olsa qiymetde razilmawmaq  yolyu  var. ",207,Gənclik m.TQDK Respublika stadionu Nərimanov r.
2667507,2022-03-08,Yeni tikili,6 / 16,90 m²,3,yoxdur,150 000AZN,vasitəçi (agent),"Təcili olaraq Qara Qarayev metronun duz cixisinda 2 otaqdan 3 otaqa duzelme Temirli ve eşyalarla birlikde menzil satilir.Çox möhtəsəm bir binadir.3 Suretli lift 24 saat muhavize usaqlar ucun oyun meydancasi,Yeralti Parking ve Binanin altinda Bravo market yerlesir.Etrafli melumat üçün zeng edin.",31,Qara Qarayev m.Nizami r.
2667504,2022-03-08,Köhnə tikili,4 / 5,80 m²,3,var,135 000AZN,vasitəçi (agent),"TƏCİLİ
28 may metrosu, Amerika Səfirliyinin, Baş Gömrük İdarəsinin yanı 5/4 ü QANUNİ 3 otaqlı, Əla təmirli mənzil satılır. Binada qaz, su, işıq daimidir. Əşyaların çoxu qalır. Ətraflı məlumat üçün əlaqə saxlaya bilərsiz. KOROĞLU PARKI və DƏDƏ QORQUD PARKINA AYAQLA 2 DƏQİQƏ !",122,Dostluq kinoteatrı Bakı Slavyan Universiteti Azərbaycan Dillər Universiteti Zoopark Nəsimi r.
