id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
2473314,2021-11-24,Yeni tikili,9 / 16,98 m²,2,yoxdur,186 000AZN,vasitəçi (agent),"Nerimanov rayonu Metroparkin yani 16 mertebeli binanin 9 cu mertebesinde yerleshen 98 kv.m sahesi olan 2 otaqli menzil satilir.Binanin genish heyeti,kodlu bloku,yeralti avto dayanacaqi movcutdur. Qazi,suyu,ishiqi daimidir,senedi muqaviledir.Etrafli melumat ucun elaqe saxlaya bilersiz.Xidmet haqqi 1 % teshkil edir.
",17,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,,,,
2473313,2021-11-24,Yeni tikili,2 / 8,72 m²,2,yoxdur,145 000AZN,vasitəçi (agent),"Heydər Əliyev prospektində, “Rəssamlıq Akademiyası”nın yanında, Dövlət xətti ilə tikilmiş, qazlı, kupçalı , yenitikili binada, 2 otaqlı ,təmirli mənzil satılır. Mənzil yelçəkəndir, prospektə və həyətə baxan baxışı var. Mərkəzi istilik sistemi və isti suyu, geniş həyəti, “Hyunday” lifti vardır.( Ofis haqq; 1 % )",46,"Rəssamlıq Akademiyası 
"," Nəriman Nərimanov parkı 
"," Montin bazarı 
"," Nəriman Nərimanov m.
"," Nərimanov r.
",,,
2467429,2021-11-24,Yeni tikili,5 / 16,109 m²,3,var,285 000AZN,mülkiyyətçi,"Yasamal rayonu Almaz park yaşayış kompleksində 3 otaga düzəldilmiş yeni təmirdən çıxmış menzil satılır
Təmir yüksək keyfiyyətli materiallardan istifadə olunub
Real alıcı fürsətdən yararlanmaq imkanı var",20,"Yasamal r.
"," Yasamal q.
",,,,,,
2473309,2021-11-24,Köhnə tikili,2 / 5,100 m²,3,yoxdur,165 000AZN,vasitəçi (agent),"TƏCİLİ SATILIR…Sabunçu rayonu,Bakıxanov(Razin) qəsəbəsi Hacınski küçəsində,Olimpiya idman internat liseyinin yaxınlığında 5 mərtəbəli Leninqrad Layihıli daş binanın 2-ci mərtəbəsində sahəsi (30kv.m.) artırma ilə 115 kv.m. olan Əla təmirli 4 otaqlı 3e peredelka,elave kuxna artirilma. mənzil əşyaları ilə (elektrik əşyaları xaric) birlikdə satılır.Sənədləri qaydasındadır,çıxarış (kupça) var.Su,işığ,qaz daimidir.Mənzildə sanitar qovşaq ayrıdır,əla təmirlidir.Mənzilin seyf qapısı,plastik pəncərələri,parket döşəməsi var.Mənzildə mərkəzi istilik sistemi ilə bərabər, Kombi istilik sistemidə quraşdırılmışdır.Mənzildə kamera sistemi quraşdırılmışdir.Mənzil bütün infrastruktorlara yaxındır.Real alıcıya qiymətində endirim olacaq.",35,"Sabunçu r.
"," Bakıxanov q.
",,,,,,
2473308,2021-11-24,Yeni tikili,12 / 13,130 m²,3,var,255 000AZN,mülkiyyətçi,Ataturk pr.33A. teymur eliyev kucesine cixan mehellede. kupcali menzil. mebeller daxil olmaqla. 3 eyvanli menzil. cox tecili. endirim olunacag. maklerler narahat etmesin.!,230,"Nərimanov r.
",,,,,,,
2473307,2021-11-24,Yeni tikili,5 / 17,180 m²,4,var,289 000AZN,vasitəçi (agent),"Xetai metrosu yaxinliginda,Megafun Eylence Merkezi(Yeni Heyat) yaninda,Park Azure yashayish kompleksi ile uzbeuz yerleshen yeni tikili Islam Mtk-nin 5-ci mertebesinde genish,seliqeli ve temirli 4 otaqli menzil satilir.Sened kupchadir.Qaz,su,ishiq daimidir.Bundan bashqa da menziller var.Elave melumat uchun zeng vura bilersiniz.",51,"ASAN Xidmət №2 
"," Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,
2473303,2021-11-24,Yeni tikili,8 / 17,50 m²,2,yoxdur,125 000AZN,vasitəçi (agent),"✔Nerimanov Metrosundan 1 deqiqelik mesafe, Metroparkin qarsisindaki bina
✔Pilot lahiyeli Rahatligin Mekani yasayis Kompleksi
✔1 otaqdan 2 otaga cevrilme
✔ela temirli
✔butun esyalari ile birlikde
✔700 AZN-e kiraye vermek olar
✔Qaz,Su, Isiq 24 saat
✔Yeralti dayanacaq
✔Binanin Genis heyeti
Diger Melumatlar ucun zeng edin. 
",18,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,,,,
2473301,2021-11-24,Yeni tikili,14 / 16,110 m²,3,var,295 000AZN,vasitəçi (agent),SATILIR Nerimanov heykeli Altes Plazanin yaninda yeni tikili 16mertebeli binanin 14cu mertebesinde 3otaqli menzil SATILIR menzil yuksek seviyyeli temirlidir butun bahali mebel elektronikasiyla birlikde SATILIR qaz su isiq daimidir istilik sistemi kombidir menzilin senedi CIXARISDIR (KUPCA) ipotekaya yararlidir cixarisda 110kvm yazilib binanin yeralti qaraji 7/24 muhafize xidmeti var binanin etrafinda boyuk supermarketler mektebler baxcalar banklar istirahet parki nazirlikler ve s. Elmler metrosuna yaxindir menzilden sehere mohtesem ponarama var elave suallar ucun telefon ve whatsapp aktivdir,30,"Nərimanov heykəli 
"," Sovetski 
"," Space TV 
"," Texniki Universiteti 
"," Yasamal r.
",,,
2473299,2021-11-24,Yeni tikili,10 / 10,55 m²,2,var,92 999AZN,vasitəçi (agent),"TECILI!!!!
MENZIL BUTUN ESYALARLA BIRGE SATILIR!!!
Bineqedi rayonu, 7ci mikrorayon, Abay Kunanbayev kucesi,  244 və 126 nömrəli məktəbin düz yanında ,158 nomreli bagcanin yaxinligi,  10 mertebeli binanin 10cu mertebesinde, umumi sahesi 53kvm olan 1otaqdan 2otaga duzeldilmis menzil satilir, su, qaz, isiq daimidir, kupça binada var, menzil ucun de rahat elde etmek olar.
SIRKET XIDMET HAQQI 1%
",17,"Binəqədi r.
"," 7-ci mikrorayon q.
",,,,,,
2473298,2021-11-24,Yeni tikili,16 / 26,130 m²,4,var,190 000AZN,vasitəçi (agent),"Satış: Yeni tikili ""Qoşa Park""
Yerləşdiyi yer: Yasamal rayonu, Şəfaət Mehdiyev küçəsi, ""Yasamal parkı"" nın yanında.
Otaq sayı: 4, 3 otaqdan düzəlmə.
Ümumi sahəsi: 130 kv.m.
Mərtəbə: 26/16
Qaz: Var
Sənəd: Çıxarış
Təsvir: 4 otaqlı super təmirli mənzil satılır.
Təmir özü üçün olunub, keyfiyyətli material və aksessuarlardan istifadə olunub. Yer döşəməsi parket, yığılma mətbəx mebeli. Qaz su işıq daimidir. Böyük həyəti, uşaq meydançası, yeraltı qarajı və sayirə. Ətraflı telefonla.

--------------------------------------------------------------------------------------------------------------------

Продажа: Новостройка ""Гоша Парк""
Расположение: Ясамальский район, улица Шефает Мехтиева, рядом с  ""Ясамальским парком"".
Ко-во ком: 4, переделанная с 3х.
Площадь: 130 кв.м.
Этаж: 26/16
Газ: Есть
Документ: Купчая
Описание: В жилом комплексе ""Гоша Парк"" продается 4х комнатная квартира. Ремонт сделан для себя. Использовались дорогие качественные материалы и аксессуары. Полы паркет, встроенная кухонная мебель. Свет газ вода постоянно.
Скоростные лифты, большой охраняемый двор, детская площадка и многое другое. Подробнее по телефону.
",38,"Yasamal r.
",,,,,,,
