id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
2320175,2021-11-01,Köhnə tikili,2 / 9,80 m²,3,var,120 000AZN,vasitəçi (agent),"Cox Cox Tecili Qazli kupcali ipotekaya yararli.. Bineqedi r. 9 cu mkr..Mir Celal kucesinde Poliqlinikanin yaninda 9 mertebeli binanin 2 ci mertebesinde orta blokda radnoy 3 otaqli temirli menzil satilir.Pol parketdir,Qaz isiq su daimidi..istilik merkezidir.baxca mekteb, park super marketler bir sozle lazimi olan butun infrastruktlar movcutdur. real aliciya endirim olunacaq.. real alicilar elaqe saxlaya biler..Alici terefden odenilecek Ofis haqqi 1 %",357,"Binəqədi r.
"," 9-cu mikrorayon q.
",,,,,,,
2282703,2021-11-01,Köhnə tikili,6 / 9,100 m²,5,var,145 000AZN,vasitəçi (agent),Nefciler metrosunun cixisina yaxin  Lelinqrat  prayekti 9/6.5otaqli temirsiz ev satilir ,26,"Neftçilər m.
"," Nizami r.
",,,,,,,
2431872,2021-11-01,Köhnə tikili,6 / 9,60 m²,2,var,97 000AZN,vasitəçi (agent),"Cox Cox Tecili Qazli kupcali ipotekaya.. Bineqedi r.9 Mkr..Hemze Babasov kucesinde 9 mertebeli binanin 6 ci mertebesinde orta blokda radnoy 2 otaqli temirli menzil satilir. menzil cox elverisli yerde yerlesir . baxca mekteb, park super marketler bir sozle lazimi olan butun infrastruktlar movcutdur. real aliciya endirim olunacaq. real alicilar elaqe saxlaya biler..Ofis haqqi 1 %",450,"Zərifə Əliyeva adına park 
"," Nəsimi m.
"," Binəqədi r.
"," 9-cu mikrorayon q.
",,,,,
2431871,2021-11-01,Yeni tikili,7 / 16,74 m²,2,var,135 000AZN,vasitəçi (agent),"Yasamal rayonu Iran klinikasinin yani 16 mertebeli yeni tikili binanin 7ci mertebesinde umumi sahesi 74kv.m olan Menzil Satilir. 1 otaqdan 2 ye duzeldiliB, Zal Studiyadir. Esyalarla birlikde satilir. Binanin Yer Alti qaraji var. Yaninda usaq baxcasi hemcinin usaqlar ucun oyun meydani var. Insacilar metrosuna 5 deqiqelik mesafede yerlesir. Qiymeti yerinde danismaq mumkundur. elave melumat ucun buyurun elaqe saxlaya bilersiz.",39,"İnşaatçılar m.
"," Yasamal r.
",,,,,,,
2375314,2021-11-01,Yeni tikili,13 / 17,96 m²,2,var,119 000AZN,mülkiyyətçi,"Ev tam təmirli, əşyalıdır. İstəyə görə əşyasız da satışı mümkündür. Binanın yaxınlığında çoxlu sayda tam orta məktəblər, uşaq bağcaları, marketlər, mağazalar, iaşə obyektləri mövcuddur. Bina nəqliyyat vasitələrinə əlçatan istiqamaətdə yerləşir.",15,"Əhmədli m.
"," Xətai r.
"," Əhmədli q.
",,,,,,
2375474,2021-11-01,Yeni tikili,9 / 20,55 m²,1,var,86 000AZN,vasitəçi (agent),"TƏCİLİ ! SATILIR, 2 Otağa düzəlib Əla təmirlidir studiya mətbəx gözəl layihəsi, şəhərə və dənizə gözəl mənzərəsi var. Xətai Park yaşayış kompleksi. Premium klass. yüksək səviyyəli tikinti şirkəti. Bina tam hazırdı, suyu, qazı, işığı daimidir. Binanın geniş həyəti var. Binada 24 saat mühafizə xidməti, 5 mərtəbəli yerüstü parkink, hər blokda 3 sürətli lifti var, böyük supermarket(bravo), fitnes, uşaq baxçası, restoran və müxtəlif xidmət sahələri fəaliyyət göstərəcək. Təcili satıldığı üçün real qiymətdən aşağı verilir. Çıxarışı hazırdı.",38,"Xətai r.
"," Əhmədli q.
",,,,,,,
2375501,2021-11-01,Yeni tikili,2 / 16,140 m²,3,yoxdur,245 000AZN,vasitəçi (agent),"Xetai m, İcra hakimiyyetin arxasinda, təzə İdeal MTK - da 3 otaq 140 kv sahəsi olan 16/2 mərtəbədə super təmirli mənzil satılır. Təmirdən sonra yaşayış olmayıb. 245000 azn 
 0114",15,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,
2431867,2021-11-01,Yeni tikili,5 / 18,157.3 m²,3,yoxdur,245 000AZN,vasitəçi (agent),"Bakı şəhəri Nəsimi rayonu,Azadlıq prospekti Amerika sefirliyinin yaxınlığında yerləşən yeni inşa edilmiş 18 mərtəbəli yaşayış binasının 5-ci mərtəbəsində 3 otaqlı, 157.3 kv, olan təmirsiz mənzil satılır. Mənzildə su,qaz işıq, daimi fasiləsiz verilir. Bina “MTK”-a tərəfindən yüksək səviyyədə inşa edilib.Bina super marketlərə, ticarət mərkəzlərinə, uşaq baxçalarına, orta məktəblərə yaxın ərazidə inşa edilib. Mənzil haqqında ətraflı məlumat almaq istəyənlər aşağıdakı telefon nömrələri ilə əlaqə saxlaya bilərlər.",32,"Dostluq kinoteatrı 
"," Azərbaycan Dillər Universiteti 
"," Bakı Slavyan Universiteti 
"," Koala parkı 
"," Nəsimi r.
",,,,
2431866,2021-11-01,Köhnə tikili,6 / 9,60 m²,2,var,92 000AZN,vasitəçi (agent),"Cox Cox Tecili Qazli kupcali ipotekaya.. Bineqedi r. 9 cu Mkr Poliqlinikaya yaxin 9 mertebeli binanin 6 ci mertebesinde orta blokda radnoy 2 otaqli ela temirli menzil esyali satilir.Qaz isiq su daimidi..istilik merkezidir..menzil cox elverisli yerde yerlesir . baxca mekteb, park super marketler bir sozle lazimi olan butun infrastruktlar movcutdur. real aliciya endirim olunacaq..real alicilar elaqe saxlaya biler..Ofis haqqi 1 %",242,"Binəqədi r.
"," 9-cu mikrorayon q.
",,,,,,,
2431865,2021-11-01,Yeni tikili,3 / 20,110 m²,3,var,150 000AZN,vasitəçi (agent),"Yeni Yasamal Esed Ehmedov kucesinde Bazar storun ustu Bravo Hipermarketle uzbe uz 20 mertebeli binanin 3-cu mertebesinde Super temirli Sahesi 110kv.m olan Menzil SATILIR. Kupcasi var. Bezi esyalar qalacaq. su,qaz,isiq daimi olan binadir. Butun otaqlarin Penceresi var, 2 Balkonu(Eyvani) var. Isti pol ile temin olunub. Binanin yeralti Qaraji parkingi var. Binanin qarsisinnan Aftobuslar kecir 77N,211,194. Menzil temiz 3 otaqdir Qonaq otaqi ile metbexin arasini aciblar. Menzilin Temirine soz olabilmez.Elave melumat ucun buyurun elaqe saxlaya bilersiz.",55,"Yasamal r.
"," Yeni Yasamal q.
",,,,,,,
