id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
2459316,2021-12-04,Yeni tikili,5 / 16,171.6 m²,3,var,230 000AZN,mülkiyyətçi,"Kompleksimiz “Baku City Residence Koroğlu” Heydər Əliyev pr.189 yerləşir. Layihəmizin ümumi ərazisinin  80.000 m2-ni yaşıllıq ərazisi  təşkil edir. Yaşayış kompleksində mənzillər təmirsiz olaraq təhvil verilir və 1 kv/m qiyməti 1350-1500 AZN (mərtəbəyə görə) arasında dəyişir. Bütün kommunal xidmətlərlə (qaz, su, işıq) təmin olunub. 

Ödəniş şərtləri:
✅ nəğd ödəniş  100% olmaqla  Çıxarış təqdim edilir.
✅ daxili kredit   ilkin 30% olmaqla  36 ay
✅ ipoteka          ilkin 30% olmaqla 20 illik
",384,"ASAN Xidmət №5 
"," Nizami r.
",,,,
2487407,2021-12-04,Yeni tikili,10 / 17,90 m²,3,var,195 000AZN,vasitəçi (agent),"Təcili!
 Şəhərin ən gözəl yerlərindən birində, Mərkəzi Neftçilər Xəstəxanasının düz yanında Gözəl təmir, rahat və geniş otaqlı super mənzil satılır. Binanın gözəl panoraması, avtomobil saxlamağa şəraiti bir sözlə hər bir şəraiti var
İPOTEKAYA YARARLI
.KUPÇALI!
 Ofis haqqı 1% təşkil edir.",27,"Cavanşir körpüsü 
"," Şah İsmayıl Xətai m.
"," Xətai r.
",,,
2492218,2021-12-04,Yeni tikili,8 / 17,62 m²,3,var,92 000AZN,vasitəçi (agent),"KUPÇALI + TAM ƏŞYALI + TƏMİRLİ MƏNZİL SATILIR !!!

- Yasamal rayonu, Yeni Yasamalın mərkəzi, Yasamal Mall - İnşaatçılar m/s 7-8 dəqiqəlik məsafədə

- Sahəsi: 62 m²
- Otaq sayı: 3 otağa düzəlmə (mətbəx studio mənzil)
- Mərtəbə: 11/17
- Sənəd: Kupçalı – Dövlət İpotekasına yararlı

- Qeyd: Geniş işıqlı gün düşən mənzildir. Döşəmə parket. İstiliyi kombi. Qaz, su, işıq daimidir.Mənzil tam əşyalı satılır.

- Qiymət əşyalı: 92.000 azn.
Real alıcıya endirim olacaq. Ofisin xidmət haqqı 1%
",241,"İnşaatçılar m.
"," Yasamal r.
"," Yeni Yasamal q.
",,,
2492216,2021-12-04,Köhnə tikili,2 / 9,84 m²,3,var,148 000AZN,vasitəçi (agent),"Təcili satılır. Qiymət çox aşağı qeyd edilib.
Mətbuat prospekti, Musabəyov parkının yanı.
3 otaqlı, 80 kv.m. Kupçada 0.33 sot torpaq ərazisi qeyd edilib. 9 mərtəbəli binanın 2-ci mərtəbəsi.
Evin hər bir şəraiti var. Qaz, İşıq, Su ilə fasiləsiz təminat. Mərkəzi istilik sistemi.
Elmlər və İnşaatçılar metrosuna yaxın ərazi.",33,"ASAN Xidmət №3 
"," Yasamal bazarı 
"," Yasamal r.
",,,
2492214,2021-12-04,Yeni tikili,13 / 16,100 m²,2,var,162 000AZN,vasitəçi (agent),"Nərimanov r-nu, Qarabağ küçəsində Poleks MTK-da sahəsi 100 kv m olan 2 otaqlı pod mayak, yelçəkən (skvaznoy) mənzil satılır. 16/13 mərtəbədə yerləşir. Sənəd Kupçadır. Binanın 2 mərtəbəli yeraltı qarajı, geniş həyəti vr. 162000 azn
8101",16,"Təhsil Nazirliyi 
"," Nərimanov r.
",,,,
2492213,2021-12-04,Yeni tikili,12 / 18,150 m²,3,var,250 000AZN,vasitəçi (agent),"TECIL DEYERINDE AWAGI QIYMETE REAL ALICI OLDUGU HALDA YERINDE DANIWMAG OLACAG
Yaxınlıqında olan yerlər :
• Heydər Əliyev mərkəzinin qarşısı
• Təhsil nazirliyinin yanı
• Şərq bazarı
• Yaşıl Bazar
• Günaydın restoranı
• Konqress holl
• VTB bank
• Mesenat holdinqin binası
• 3 Orta məktəb
• 3 Uşaq baxcası yaxınlıqında
• Böyük super marketlər ( Bravo , Bazar stor , Rahat ,Fresko )

Bina haqqında :
• 18 mərtəbəli bina 12 cı mərtəbəsi
• 5 mərtəbəli parkinq binanın yanında
• Binanın altında yeni təmir olunmuş parkinq
• Binanın həyətində və arxasında əlavə saxlama yerləri
• Binanın həyətində uşaqlar oynamaq üçün ərazi geniş
• Podyum üzərində oturacaqlar( uşaqlara nəzarət üçün )
• Mühafizə 24 saat
• Blokda 2 lift mövcuddur
• Müşahidə kamerası
• Domofon sistemi
• Bank (VTB )
• Pulsuz internet ərazi həyətdə
• Optik internet
• Kabelni TV
• Parkovşik

Mənzil haqında :
• 3 otaqlı mənzil
• 139 kvadrat
• Yeni təmir olunub
• Balkon 2 ədəd
• Mebelsiz
• Qaz Daimi ( kart )
• İşıq daimi
• Su daimi + 300 l lik çən var
• Kombi
• İsitmə sistemi
• İsti döşəmə
• Bütün pəncərələr böyük (Zal panarama Heydər Əliyev mərkəzinə baxır )
• Geniş koridor
• Hamam tualet ayrı
• Hamam da Cakuzi 6 nöqtədən masaj İspan kafel metlaqı
• Diod lampalar bütün mənzildə
• Lepka işləmələri
• Lepka dekorları
• Parket fıstıq 1 ci sort
• Peyk və Optik tv
• Telefon",28,"Təhsil Nazirliyi 
"," Nərimanov r.
",,,,
2492212,2021-12-04,Köhnə tikili,5 / 8,55 m²,2,var,135 000AZN,mülkiyyətçi,135000 manat,13,"Sovetski 
"," Nərimanov heykəli 
"," Axundov bağı 
"," İçəri Şəhər m.
"," Yasamal r.
"," Yasamal q.
"
2492211,2021-12-04,Yeni tikili,14 / 16,127 m²,3,var,265 000AZN,vasitəçi (agent),"Tecili Satilir!!!
3- otaq yaxshı təmirli, tam əşyalı mənzil. Bravo marketlə üzbə-üz. ( Gilan ) 
Sənəd Çıxarış 127 kv amma müqavilə üzrə 143 kv. Qiymet real muwteri oldugunda daniwmaq olar! 
Ətraflı buyur zəng edin.",39,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,
2492210,2021-12-04,Yeni tikili,4 / 16,142 m²,4,var,269 900AZN,vasitəçi (agent),"Nərimanovda metronun yaxınlığında temırden yenı cixmiş, cox az yaşayış olmuş super temırlı menzıl satılır, menzılın temirine heddinden cox pul xerclenib, butun mebeller və məişət esyaları Italya ve Turkıyeden gətirilib gətirilib, 2 sanitar qovşağı var, 1 qarderob otagi var, 2 balkonu var, menzil yelcekendır ",12,"Nəriman Nərimanov m.
"," Nərimanov r.
",,,,
2492209,2021-12-04,Yeni tikili,5 / 20,55 m²,2,var,98 000AZN,vasitəçi (agent),"TƏCİLİ ! SATILIR, 2 Otağa düzəlib Əla və yüksək səviyyəli dizaynla təmir olunub. əşyalı satılır gözəl layihəsi var. Xətai Park yaşayış kompleksi. Premium klass. yüksək səviyyəli tikinti şirkəti. 20 mərtəbəli binanın 5ci mərtəbəsiBina tam hazırdı, suyu, qazı, işığı daimidir, istilik sistemi kombidir. Binanın geniş həyəti, 5 mərtəbəli parkink var. Binada 24 saat mühafizə xidməti, böyük supermarket(bravo), fitnes, uşaq baxçası, restoran və müxtəlif xidmət sahələri fəaliyyət göstərəcək. Təcili satıldığı üçün real qiymətdən aşağı verilir. Çıxarışı var.",38,"Həzi Aslanov m.
"," Xətai r.
",,,,
2492208,2021-12-04,Yeni tikili,5 / 17,115 m²,2,yoxdur,240 000AZN,vasitəçi (agent),"Nərimanov rayonu  Təbriz  küçəsi
Nərimanov metrosu və Metro Parkın yaninda 
Hazır yaşayışlı 17 mərtəbəli binanın 5-ci mərtəbəsində
Umumi sahəsi 115 kv.m olan 2 otaqli təmirli mənzil satılır.
Mənzil tam əşyalı satilir.
Binanın iki lifti Yuk və sərnişin .
İstilik sistemi kombidir.
Qiymət :240 000
Ofis haqqı 1% təşkil edir.
17-nin 5-i .2otaq orta ev,114,5 kvm",13,"Nərimanov r.
",,,,,
2492207,2021-12-04,Yeni tikili,8 / 20,82 m²,2,var,93 000AZN,vasitəçi (agent),"Yeni yasamalda albali uşaq baxçasin yani
2 otaq 82 kv akordun binasi .
Tecili satilir. 95 min ..",166,"Yasamal r.
"," Yeni Yasamal q.
",,,,
2492206,2021-12-04,Yeni tikili,5 / 17,155 m²,3,var,270 000AZN,vasitəçi (agent),"TECILI SATILIR !!! 
DEYERINDEN ASAGI QIYMETE SATILIR !!! 
YENI ILI YENI MENZILDE QARWILAYAIN !!! 

Mənzil Zooloji parkın arxasında, Təbriz küç. yerləşir. Xüsusi dizayn ilə əla təmir olunmuş 3 otaqlı 2 hamam/tualet, 2 açıq eyvanı ümumi sahəsi 151 kv. m. mənzil satılır! Satış üçün deyil yaşayış üçün təmir olunub, bütün istifadə olunan materiallar bazarda ən keyfiyyətli sayılan materiallar və aksesuarlardan istifadə olunub. Bütün otaqlarda mənzilin dizaynına uygun yığılma mebellər ilə təhçiz olunub. Mənzil skvoznoydu, əla planlanması var. Binada 2 ədəd mitsubishi lifti, qazı və çıxarışı var. Hər mərtəbədə yalnız 3 məzil var. İpoteka yolu ilə də satıla bilər. Həmçinin binanın zirzəmisində çıxarışlı 2 avtomobillik garajı da var (qiymətə daxil deyil).   

Ve daniwiq esnasinda qiymetde endirim olacaq 
Menzil etrafi yawayiw ucun vacib olan butun infrastruktur obyektleri vardir
Elave melumat ucun buyurub elaqe saxlaya bilersiniz 
Ofis haqqi 1 % tewkil edir",18,"Nəriman Nərimanov m.
"," Nərimanov r.
",,,,
2492205,2021-12-04,Yeni tikili,11 / 17,120 m²,2,var,170 000AZN,vasitəçi (agent),"TƏCİLİ!!!
REAL DƏYƏRİNDƏN AŞAĞI QİYMƏTƏ, “PRESTİJ PARK” YAŞAYIŞ KOMPLEKSİNDƏ, YÜKSƏK KEYFİYYƏTLİ BİNADA PADMAYAK MƏNZİL!!!
İPOTEKAYA YARARLI.
Bina 2020-ci ildə tikilib.
ÇIXARIŞ (KUPÇA) var.

Şəhərin mərkəzində, Nəsimi rayonunda, Əbdürrəhman Salmanzadə küçəsində, 8 Noyabr metrosundan piyada 2 dəqiqəlik, 20 yanvar metrosundan 4-5 dəqiqəlik  məsafədə, NURGUN MOTORSUN, Papalin Hospitalın, Qafqaz Hotelin, Rahat və Araz marketin yaxınlığında, PRESTIJ PARKIN  binasında,  geniş infrastruktora malik ərazidə təmirsiz (padmayak) mənzil.
Yaxınlıqda məktəb, baxça, market və digər ictimai-iaişə obyektləri var. Yeraltı və yerüstü parking var. Binada hazırda 30-40% yaşayış var.

2 otaq (Radnoy), 120 kvadrat, 17 mərtəbəli binanın 11-ci mərtəbəsi.

Qaz, Su, İşıq daimidir. 

(Kamil m.)

Qiymət: 170 000 manat.

OFIS HAQQI: 1%
",39,"8 Noyabr m.
"," Bakı Asiya Universiteti 
"," Nəsimi r.
",,,
2492204,2021-12-04,Yeni tikili,3 / 18,190 m²,4,var,340 000AZN,vasitəçi (agent),Yasamal rayonu Yasil Ada usag bagcasinin yaninda rodnoy 4 otaqli  Skvanoy menzil satilir !! qaz su isiq daimdir !! Kupca var !! Azinko sirketi terefinden yuksek keyfiyyetle insa edilmisdir !! binanin yeralti qaraji ve genis heyeti var !! ofis haqqi 1 faiz  !! menzilde yasayis olmayib ve menzilde keyfiyyetli ve bahali elektonik esyalar qoyulub !! temirde yuksek keyfiyyetli materiallardan istifade olunub !! real alicilar elaqe saxlaya biler !! ,13,"Bakı Asiya Universiteti 
"," 8 Noyabr m.
"," Yasamal r.
",,,
