id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
1733443,2021-09-24,Yeni tikili,4 / 15,165 m²,3,var,235 000AZN,mülkiyyətçi,"Çıxarış var. Təhsil Nazirliyi ve Şərq bazarın yaxınlığında. 15/4. 3 otaqlı, ümumi sahəsi 165 kvadrat olan, qazlı, yelçəkən mənzil satılır. Təmirə başlamaq olar. Binanın geniş həyəti, yeraltı dayanacağı, 24 saat mühafizəsi mövcuddur. Binanın altında supermarket, yaxınlığında məktəb və bağçalar var. Ətraflı məlumat üçün zəng edin.  ",4125,"Şərq bazarı 
"," Təhsil Nazirliyi 
"," Nərimanov r.
",,,,
2251650,2021-09-24,Yeni tikili,12 / 18,56 m²,2,var,82 000AZN,vasitəçi (agent),Neftçilər metrosunda 18 mərtəbəli binanın 12-ci mərtəbəsində super təmirli 1 otaqlı 2-yə düzəlmiş mənzil əşyalı mebelli təcili satılır. Mənzilin otaqları geniş və işıqlıdır. Qaz su işıq daimidir. kupça var.,48,"Neftçilər m.
"," Nizami r.
"," 8-ci kilometr q.
",,,,
844850,2021-09-24,Yeni tikili,10 / 16,138 m²,4,yoxdur,228 000AZN,mülkiyyətçi,"TƏCİLİ ""Yeni Ailə""MTK tərəfindən inşa olunan yeni tikili binada mənzil satılır.Yerləşməsi""28 May "" metrosunun yanında ""Nikola Tesla""heykəlinin düz arxasında yerləşir. Mənzil ""28 Mall"" istiqamətinə baxır Binada tamamla işləri gedir,damı bağlanıb.Mənzil dizayner tərəfdən 3 otaqdan rahat,geniş 4 otaqa dəyişdirlmişdi.Real alıcıynan yerində qalxıb baxmaq mümkündür.Vasitəçi dəyərləndirilir",1234,"28 May m.
"," Neft Akademiyası 
"," Bakı Slavyan Universiteti 
"," Bakı Musiqi Akademiyası 
"," Nəsimi r.
",,
2301185,2021-09-24,Yeni tikili,8 / 20,103 m²,2,yoxdur,175 000AZN,vasitəçi (agent),"TƏMİRDƏN SONRA YAŞAYIŞ OLMAYIB

Yeni binada, şəhərin mərkəzində, Yasamal rayonunda, Mətbuat prospektində, Musabəyov parkin yaninda, «Nazirlər Kabinetin» -nin işçiləri üçün tikilmiş binada hər bir şəraiti olan 2 otaqli mənzil satılır. 8/20. Ümumi sahəsi 108 kv.m. Əla təmirli, duş kabina, istilik sistemi, qaz, su, işıq daimi, 24 saat mühafizə, sakit həyət. 4 yüksək sürətli ""Sigma"" lifti , parking.Qiymət 175.000 azn
",26,"Yasamal bazarı 
"," Yasamal r.
",,,,,
2361411,2021-09-24,Yeni tikili,6 / 17,210 m²,4,var,325 000AZN,vasitəçi (agent),"ÇOX TƏCİLİ! BİNADA QAZ VAR KUPCA VAR.! ! yeni tikili elit və yaşayışlı binada 4 otaqlı mənzil satılır. Mərtəbə 17/6. Mənzilin ümumi sahəsi 210 kv.m. Geniş otağlar, rahat və işıqlı mənzildir. Mənzil yelçəkəndir, geniş holl, 2 eyvan, s\q ayrı. İstilik sistemi merkezi. Daimi, qazı suyu, işığı. Şəhərə gözəl mənzərəsi var. 2 sürətli lift, mühafizə olunan həyət, parkinq. Rahat və əlverişli infrastruktur ( ətrafında məktəb, restoranlar, bağça, , avtobus dayanacağı) elave melumat ucun zeng vura bilersiniz.",9101,"Nəsimi bazarı 
"," Nəsimi r.
",,,,,
2361410,2021-09-24,Yeni tikili,17 / 20,130 m²,3,var,165 000AZN,vasitəçi (agent),"DƏYƏRİNDƏN UCUZ !!!
KUPÇALI VƏ QAZLI BİNA!
Nəriman Nərimanov rayonu, Akkord MTK tərəfindən inşa edilmiş 20 mərtəbəli binanın, 17-ci mərtəbəsində, qanuni 3 otaqlı mənzil satılır.
Ümumi sahəsi 130 kv.m.-dir.
Qaz, su, işıq daimidir.
Pol parket.
Yelçəkəndir (skvaznoy).
Mənzil zal, 2 yataq otağı, 2 sanuzel, qarderob və mətbəxdən ibarətdir.
Komissiya haqqı 1% təşkil edəcək. 
",44,"Nərimanov r.
",,,,,,
2301102,2021-09-24,Yeni tikili,5 / 16,145 m²,3,var,300 000AZN,vasitəçi (agent),COX TECILI !!! H.CAVID PR VE ELMLER METROSUNA YAXIN 3 OTAQLI ELA TEMIRLI MENZIL SATILIR.umumi sahesi 145 kv 16/5 ci mertebesi binada merkezi istlik sistemi var.kupca var .binanin geniw heyeti ve yer alti qaraji var.bina abirsokali binadi .24 saat muhavize .elave melumat ucun zeng vura bilersiniz.,942,"Elmlər Akademiyası m.
"," Hüseyn Cavid parkı 
"," Yasamal r.
",,,,
2231040,2021-09-24,Yeni tikili,9 / 17,101 m²,3,var,220 000AZN,vasitəçi (agent),"Ev super remontludur.Su,işıq,qaz hər şeyi ideal vəziyyətdədir.Musabekov parkının üstündədir.Asan Xidmət 3-lə 200 metr məsafədədir,yanında uşaq bağçası və məktəb var.",39,"ASAN Xidmət №3 
"," Yasamal bazarı 
"," Yasamal r.
"," Yasamal q.
",,,
2303114,2021-09-24,Köhnə tikili,5 / 5,54 m²,2,var,43 000AZN,mülkiyyətçi,"Gəncədə Bəxtiyar Əliyev küçəsi bina 6-da (Sümbül pekarnisinin üstü) 54 kv.metr, 2 otaqdan 3-ə düzəlmə Leninqrad layihəli 5/5 mərtəbədə ev satılır. 1 zal, 1 yataq, 1 yemək otaqları. 2 ədəd şüşəbənd eyvan (6 + 3 metr uzunluqda). Hamam və tualet ayrıdır. Qaz, işıq daimidir, gün ərzində fasiləsiz ağ su. Evdə telefon, ADSL internet, Connect kabel TV var. Binanın yaxınlığında uşaq bağçası və məktəblər var. 1, 2, 14, 25  №-li avtobuslar binanın yanından keçir. Bəzi əşyalar evdə qalacaq. ",10,"Gəncə
",,,,,,
2361408,2021-09-24,Köhnə tikili,7 / 9,100 m²,4,var,125 000AZN,mülkiyyətçi,"Leninqirat prayekti  9/7,radnoy 4otaq.lift,daimi qaz su isiq,istilik sitemi kobidi, ehmedli & hezi aslonov metrosan yaxindi,yaxinliqinda 260N mekteb baxca ,Bina Heder eliyev parkinin arxasinda yerlesir , ",39,"Həzi Aslanov m.
"," Xətai r.
"," Əhmədli q.
",,,,
