id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
2513734,2021-12-31,Köhnə tikili,4 / 9,105 m²,5,var,106 000AZN,mülkiyyətçi,Remontlu parket doşemesi olan evdir.deyerinden ucuz verilir.,735,"Suraxanı r.
"," Yeni Günəşli q.
",,,,,
2538570,2021-12-31,Yeni tikili,13 / 17,191 m²,3,var,370 000AZN,vasitəçi (agent),"TƏCİLİ!!!   DƏYƏRİNDƏN UCUZ!!!

DƏDƏ QORQUD parkına gözəl panaraması olan 3 otaqlı elə təmirli ümumi sahəsi 191 kvm olan mənzil satlılr.Mənzildə 2 sanuzel var.Hər bir otaqda kondisoner və istilik sistemi quraşdırılıb.Geniş qonaq otaqı var.Eyvana hər bir otaqdan giriş mövcutdur.Binanın 2 lifti və qarajı mövcutdur. Gənclik metrosuna yaxındır.
Bakı zooloji parkına 2 dəqiqəlik məsafədə yerləşir. REAL ALICI ÜÇÜN ENDİRİM OLUNACAQ !!!",39,"Zoopark 
"," Dostluq kinoteatrı 
"," Koala parkı 
"," Nərimanov r.
",,,
2538568,2021-12-31,Yeni tikili,5 / 20,96 m²,2,var,285 000AZN,mülkiyyətçi,"SABAH RESİDANCE - şəhərin premium-klass komplekslərindən birində, 19 mərtəbəli binanın 5-ci mərtəbəsində, 96 kvm, 2 otaq, təmirli  mənzil satılır. 
Elave melumat ucun qeyd olunan nomre ile elaqe saxlayin.",16,"Bayıl parkı 
"," Səbail r.
"," Bayıl q.
",,,,
2538567,2021-12-31,Yeni tikili,13 / 20,79 m²,2,var,120 000AZN,vasitəçi (agent),"Salam çoxçoxçox təcili Kupçalı,İpoteykaya tam yararlı. Super remontlu Nərimanov rayonu, Əliyar Əliyev küçəsində yerləşən 20 mərtəbəli yeni tikilinin 13 cü mərtəbəsində 79 m2 sahəsi olan 1/2 otağa düzəlmiş super təmirli mənzil əşyaları ilə bir yerdə satılır. Qaz və Çıxarış var. Ciddi maraqlananlar əlaqə saxlasınlar. Alıcı tərəfindən şirkət haqqı 1%-təşkil edəcək.",61,"Nəriman Nərimanov m.
"," Nərimanov r.
",,,,,
2538566,2021-12-31,Yeni tikili,2 / 17,80 m²,2,var,103 000AZN,vasitəçi (agent),"Hezi aslanov metrosunun Sanli Urfa Restorani Teref cixisi 17 mertebeli binanin 2 ci mertebesinde sahesi 80 kvadrat olan 2 otaqli Ela temirli Menzil 103000 manata satilir Menzilde Qaz su isiq daimidir balkonu var Kombisi radiatorlari var Menzilin Polu Parketdir Menzil isteye gore esyalida satila biler Sanuzel Isti poldu Dehlizde Qardirobu var
Menzilin seneti Kupcadir Dovlet Ipotekasina Yararlidir
Real alıcıyla razılasma olacaq.Menzilin Seneti Kupcadir Ipotekaya yararlidir Temirden Sonra Yasayis olmayib Qaz su isiq daimidir Real musteriye endirim olunacaq Yaxınlıgında məktəblər, bağçalar, market, super marketlər, ticarər mərkəzləri, və s.. iaşə obyektləri fəaliyyət göstərir. Müasir standartlara cavab verən kompleksin üstünlükləri: Metroya yaxın məsafədə, 24 saat kamera nəzarəti; geniş və səliqəli həyət; kodlaşdırılmış giriş-çıxış; mərmər bloklar; müasir tələblərə uyğun lift; yanğın təhlükəsizlik sistemi ilə təchiz olunub. Bize muraciet Edin Zovqunuze Uygun Menzili Tapaq
Firma Haqqi - 1%
Menzile istenilen vaxti baxmaq olar",25,"Həzi Aslanov m.
"," Xətai r.
"," Həzi Aslanov q.
",,,,
2535686,2021-12-31,Yeni tikili,9 / 16,54 m²,2,yoxdur,98 000AZN,vasitəçi (agent),cox tacli satllr 1/2 cevrlmis ev satllr ev alla tamirlidir tamirdan sonra yasayls olmaybdlr qaz vardlr istlik kombiyladir binada 2 mar masln dayncaqll vardlr eva baxmaq istayan mustari zang etsin evin acarll bizdadir ,72,"Bakı Dövlət Universiteti 
"," Elmlər Akademiyası m.
"," Yasamal r.
",,,,
2527787,2021-12-31,Köhnə tikili,4 / 5,60 m²,2,var,105 000AZN,vasitəçi (agent),Ayna sultanov heykelin yani Lelin qrad prayekt 5/4 cu mertebesi 2 otaq Radnoy Ela Temir istilik sistemi merkezi Ataturk parkin yani Elave melumat ucun zeng ede bilersiz ofis haqqi 1%,19,"Nərimanov r.
",,,,,,
2538564,2021-12-31,Köhnə tikili,2 / 9,60 m²,2,var,115 000AZN,vasitəçi (agent),M.Gəncilik Atatürk pr də 2 otaqli daş bina ortadir künc deyil cox dözümlü üz fasati təzələnmiş binada istilik sisdemi baxişi Atatürk parkina baxir  bir sözlə gözəl yerdə tikilmiş analiqi olmayan binadir orda yaşayanla bilir binanin özəlliklərini evi isdici Mərkəzidir  şəkillər evə məxsusdur qiymət son deyil ofis haqqi alici tərəfdən 1% ödəniləcək. qiymət sondur,3515,"Gənclik m.
"," Nərimanov r.
",,,,,
2538563,2021-12-31,Köhnə tikili,3 / 5,62 m²,3,var,138 000AZN,mülkiyyətçi,"Neftçilərdə Qara Qarayev prospektində Icra hakimiyyətinin yaninda 5 mərtəbəli binanin  3-çü mərtəbəsində, ümumi sahəsi 62 kv.m.
3otağa çevirilmiş Yaxşi təmirli mənzil satılır. 
Döşəmə parket. Su, qaz, işiq daimi. Kupçası (çıxarış) var.  
Yaxınlıqda məktəb. uşaq baxçası,market, mağazalar,metro, avtobus dayanacağı, 
metro və digər inşa obyektləri mövçütdur. 
Ofis haqqı 1% ",26,"Neftçilər m.
"," Nizami r.
"," 8-ci kilometr q.
",,,,
2538561,2021-12-31,Yeni tikili,8 / 18,105 m²,3,yoxdur,159 000AZN,vasitəçi (agent),"Bina ev menzil / Yeni tikili
3 otaq  105 m2 18 / 8 Mərtəbə
Kupçasız
Həzi Aslanov m/s yaxın 8 Noyabr prospekti NARGİLƏ kafeainin yaxınlığı Yeni yaşayış binası 18/8ci mərtəbəsi 105kv ünumi sahə 2 otaqdan 3 otağa düzəlmə Təzə təmir, yaşayış olmayıb Qaz su işıq daimidir Sənəd müqavilə Qiymət 159000azn",133,"Xətai r.
"," Həzi Aslanov q.
",,,,,
