id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
2357373,2021-10-13,Yeni tikili,15 / 20,52 m²,1,yoxdur,105 000AZN,mülkiyyətçi,Nesimi bazarinin yerinde tikilen yeni tikilide orta temirli ( Olympus park),276,"Tibb Universiteti 
"," Nəsimi r.
",,,,
2397458,2021-10-13,Köhnə tikili,5 / 5,50 m²,2,yoxdur,67 000AZN,mülkiyyətçi,"Tecili….Ela temirli….Orta blok skvaznoy(yelceken)….Qanuni senedle 2 otaqdir.Temiri 0 dan olub,santexnikasinnan elektrik xetrine kimi 0 dan chekilib.Evin ustu izoliyasiya olunub.Qaz,ishiq,su daimidir.Neftciler metrosuna 10 deyqelik mesafede yerleshir.Parkin yanindadir,her iki terefe panoramasi var.Orta menzildir,kunc deyil.Sekillerde gorunende gozeldir.Binada merkezleshmish istilik sistemi movcuddur.Yaninda bir nece mekteb,bagca ve bir nece super market var.Real aliciyla qiymetde danishiq olacaq!Vasiteciler narahat etmesin…",78,"Neftçilər m.
"," Nizami r.
"," 8-ci kilometr q.
",,,
2397457,2021-10-13,Köhnə tikili,6 / 9,78 m²,3,var,103 000AZN,vasitəçi (agent),"Nizami rayonunda 250 və 251 saylı məktəblərin yanında 9 mərtəbəli binanın 6-cı mərtəbəsində leninqrad lahiyəli,orta blok,yelçəkən (skvoznoy),əla təmirli 3 otaqlı mənzil satılır.Real alıcıya endirim olacaq.Əmlak ofisinə ödəniş alıcı tərəfindən məbləğin 1%-ni təşkil edir.",10,"Xalqlar Dostluğu m.
"," Nizami r.
"," 8-ci kilometr q.
",,,
2397456,2021-10-13,Yeni tikili,6 / 14,106 m²,2,yoxdur,230 000AZN,vasitəçi (agent),Salam! Genclikde cidir meydanina yaxin erazide 14 mertebeli yeni tikili binanin 6-ci mertebesinde 2-I otaqli temirli menzil satilir.,25,"Gənclik m.
"," Respublika stadionu 
"," Nərimanov r.
",,,
2397455,2021-10-13,Yeni tikili,19 / 19,107 m²,3,var,60 000AZN,vasitəçi (agent),"Tiblisi pr Qafqaz otelin ve Bolmart marketin arxasi yeni tikili Qazli  KUPCALI binada 107 kv m menzil tipli mansard satlir.
Hemin binada 19/4  3 otaq  135 kv m menzil satlir.142000
Kupca eldedi",19,"Bakı Asiya Universiteti 
"," 8 Noyabr m.
"," Nəsimi r.
",,,
2397454,2021-10-13,Yeni tikili,4 / 18,170 m²,4,var,280 000AZN,vasitəçi (agent),Ayna-Soltanova heykelin yani. Genclik metrosundan 10 deq. arali mesafede. Qazi var! Cixariwi var! 4/18 martaba. (poluskvaznoy manzildir) Sahasi-170 kvm Qanuni 4-otagli manzildir. Manzil gozel seliqeli tamirlidir. Manzilde evin icinde bir cox ewyalarin ve texnikanin qalacagi mumkundur. Xahiw olunur fikri ciddi olanlar narahat etsinler. Firmanin xidmet haqqi 1% tewkil edir.,47,"Ayna Sultanova heykəli 
"," Nərimanov r.
",,,,
2397451,2021-10-13,Köhnə tikili,2 / 5,48 m²,2,var,75 000AZN,vasitəçi (agent),"5ci mikrarayonda, Moskva Unvermağının arxası, Neptun marketlə üzbə-üz yerləşən 5mərtəbəli binanın 2ci mərtəbəsində 2otaqlı yaxşı təmirli mənzil təcili satılır. Mənzil ORTA BLOKDA yerləşir, otaqları ayrı-ayrı (RAZDEL), bina infrastruktur cəhətdən çox əlverişli ərazidə yerləşir. Memar Əcəmi metrosuna 5-6dəq məsafədə yerləşir. Xahiş olunur ciddi alıcılar zəng etsin.",13,"Memar Əcəmi m.
"," Nəsimi r.
"," 5-ci mikrorayon q.
",,,
2393491,2021-10-13,Yeni tikili,10 / 12,130 m²,3,var,145 000AZN,vasitəçi (agent),"Binəqədi.r..8-ci mkr..S.S.Axundov küç..283 N-li Orta məktəbin yanı..İstanbul Klinikasının arxası..Qazlı və Çıxarışlı Yenitikili 12-mərtəbəli binanın 10-cu mərtəbəsində ümumi sahəsi 130 kv olan 3-otaqdan 4-otaqa 1-ci işıqla çevirə (peredelka) ede biləcəyiniz  təmirsiz (podmayak) mənzil satılır..Mənzilin Qazı,Suyu,İşığı daimidir və sənədləri tam qaydasında  Çıxarış (Kupçadır)...Binanın yaxınlığında Orta Məktəb,Uşaq bağçası,Park,Poliklinika və Ticarət Mərkəzləri yerləşir..Mənzilin qiyməti 145000 Azn..Real alıcıyla mənzilə baxdıqdan sonra qiymətlə bağlı danışmaq mümkündür….
.Alıcı tərəfindən Firmaya 1% xidmət haqqı ödəniləcək..
",69,"Azadlıq Prospekti m.
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,,
2397447,2021-10-13,Yeni tikili,5 / 14,55 m²,2,yoxdur,46 000AZN,mülkiyyətçi,"Masazır dairəsinin girişində (Uğur inşaatla üzbəüz), çox əlverişli yerdə, 14 mərtəbəli yeni tikili binanın 5-ci mərtəbəsində 55 kv m. olan 2 otağa bölünmüş mənzil satılır. Keyfiyyətli seyf qapısı və plastik pəncərələri var. Mənzilin daxilində su və istilik sistemi tam çəkilib və istifadəyə hazırdır, sanitar qovşağı düzəldilib, su çəni və trapı qoyulub. Binanın yeni iki surətli lifti, 24 saat mühafizəsi mövcuddur. Binanın qazı, işığı, suyu və internet xəti çəkilib. Binanın altında tezliklə böyük supermarket istifadəyə veriləcək. Sənəd MTK ilə mənim aramda olan müqavilədir, yaxın aylarda kupça (çıxarış) da veriləcək. Mənzilin müqavilə üzrə qiyməti 38,500 AZN-dir, 1,500 AZN də mənzilin daxilində görülən işlərə xərcləmişəm.",15,"Abşeron r.
"," Masazır q.
",,,,
2397446,2021-10-13,Köhnə tikili,2 / 9,90 m²,4,var,130 000AZN,vasitəçi (agent),COOOOOX COOOOX TECILI KUPCALI IPOTEKAYA YARARLI 9 mkr Mircelal kucesi 61 65 nomreli marsurutun son dayanacagi 9 nomreli poliklinikayla ile uzbeuz 9 mertebeli binanin 2 ci mertebesnde ORTA BLOKUNDA 3 otaqdan 4 otaga duzeldilmis yaxsi temirli menzil satilir.Qaz su siq daimidir.Yaxinliqda mekteb baxca boyuk super marketler marsurut xetleri yer alir.Bir sozle erazi butun infrastrukutlarla ehate olunmusdur.Real alicilarla qiymet muzakire oluna biler Ciddi sexsler elaqe saxlasin OFIS HAQQI alan terefinden 1% odenilecek.,35,"Zərifə Əliyeva adına park 
"," Binəqədi r.
"," 9-cu mikrorayon q.
",,,
