id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
2442760,2021-11-07,Yeni tikili,13 / 17,68 m²,2,yoxdur,115 000AZN,vasitəçi (agent),"Qara Qarayev metrosunun çıxışında yerlesen 17 mertebeli binanin 13 ci mertebesinde yerlesen 2 otaqli 68 kv m olan menzil temirden sonra yaşayış olmayan mənzil satılır. Mənzilin layihəsi 1 otaqdan 2 otağa çevrilib, istilik sistemi quraşdırılıb polu parketdir mətbəx mebeli qoyulmayıb. Binada kupça (çıxarış) var. Mənzilə baxmaq üçün və daha ətraflı məlumat almaq üçün əlaqə saxlayın. Xidmət haqqı alıcı tərəfindən ümumi məbləğin 1%-ni təşkil edir.",13,"Qara Qarayev m.
"," Nizami r.
",,,,
2442758,2021-11-07,Yeni tikili,3 / 17,92 m²,3,var,125 000AZN,vasitəçi (agent),"Yeni Yasamal qəsəbəsində BƏYAZ marketin binasinin 3 cu mərtəbəsində 92 kv 2 otaqdan 3 otaqa düzəlmiş mənzil satilir. Binanin 
yanından Inşaatçılar metrosuna 5-10 deqiqelik mesafe var.Qazz,su,işig daimidir. Menzilde təzəlikcə kosmetik işlər görülüb.Menzil yelçəkəndir ( SKVAZNOY).. Iki balkonu var. Real aliclar zeng ede bilerler. ofisin xidmet haqqi 1%",275,"Yasamal r.
"," Yeni Yasamal q.
",,,,
2442755,2021-11-07,Yeni tikili,2 / 20,128 m²,3,var,126 000AZN,vasitəçi (agent),"TƏCİLİ ! SATILIR, 3 otaqlı gözəl layihəsi var. 4 otağa rahat şəkildə düzəltmək mümkündür. Xətai Park yaşayış kompleksi. Premium klass. yüksək səviyyəli tikinti şirkəti. Bina tam hazırdı, suyu, qazı, işığı daimidir. Binanın geniş həyəti var. Binada 24 saat mühafizə xidməti, 5 mərtəbəli yerüstü parkink, hər blokda 3 sürətli lifti var, böyük supermarket(bravo), fitnes, uşaq baxçası, restoran və müxtəlif xidmət sahələri fəaliyyət göstərir. Təcili satıldığı üçün real qiymətdən aşağı verilir. Çıxarışı hazırdı.",14,"Xətai r.
"," Əhmədli q.
",,,,
2442754,2021-11-07,Köhnə tikili,3 / 4,100 m²,4,var,300 000AZN,mülkiyyətçi,"Продаётся 4- комнатная квартира на Азнефти( 2 объединённые 2-комнатные квартиры), напротив школы #6, рядом с фондом Г.Алиева. 3/4, общая площадь 100 кв. м, сталинский проект, высота потолков 3,20м. Имеются два отдельных входа, 2 санузла, 2 высоких камина.При желании можно переделать в две отдельные 2-х комнатные квартиры. Квартира очень светлая, 2 балкона смотрят на Губернаторский сад. Свет, газ, вода-постоянно.Тихий, охраняемый двор. Бульвар через дорогу. Хорошо развитая инфраструктура. Имеются купчая и тех.паспорт. Хороший вариант для сдачи в аренду. Реальному покупателю возможна скидka.",50,"Səbail r.
",,,,,
2442750,2021-11-07,Yeni tikili,6 / 12,83 m²,2,var,96 000AZN,mülkiyyətçi,Ev köhnə oazis restoranı(bravoyla) üz üzə yolun kənarında yerləşir. 12 mərtəbənin 6 ci mərtəbəsində yerləşir. Azadlıq metrosuna 5 deqlik piyada yol var. Qiymətdə razılaşmaq olar. Evin sənədi kupcadir.,34,"Azadlıq Prospekti m.
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,,
2442749,2021-11-07,Köhnə tikili,5 / 5,50 m²,2,var,65 000AZN,vasitəçi (agent),"Sabunçu rayonu Bakıxanov qəsəbəsində 5 mərtəbəli binanın 5-ci mərtəbəsində,ümumi sahəsi 50kv.m. olan,qanuni 2 otaqlı,orta təmirli,kupçalı mənzil satılır.Qaz,su,işıq,istilik daimidir.Qiyməti 65000 AZN.Real alıcı ilə razılaşma olacaq.",49,"Sabunçu r.
"," Bakıxanov q.
",,,,
2442747,2021-11-07,Yeni tikili,3 / 19,127 m²,3,yoxdur,152 000AZN,vasitəçi (agent),"Panarama Park
Gəncə Prospekti
Yeni Tikili Bina 
Möhtəşəm bir yaşayış kompleksi
Mənzıl 3 otaq  127 kv m Təmirsiz 
Mənzilin çox gözəl proekti var Yelçəkəndir
Geniş Həyət  24 saat qorunan ərazi 
Yeraltı Parking
Təcili satılır
 Qiymətdə danışıq yeri var
",19,"Xətai r.
",,,,,
2442746,2021-11-07,Yeni tikili,16 / 19,170 m²,3,var,360 000AZN,mülkiyyətçi,"Rəşid Behbudov küçəsi, Xarici Dillər Univerditetinin yaninda hündürmərtəbəli evin 16;17;18-ci mərtəbələrində 
ümumi sahəsi 170 kvm olan, təmirsiz mənzillər satılır. Alan müştəriyə mənzillərin professional dizaynerlər tərəfindən xüsusi zövqlə hazırlanmış  dizayn paketi hədiyyə olunur. 
Arzu edənə mənzillərin yüksək ixtisaslı təmir briqadası tərəfindən təmirini də həyata keçirərik. Qiyməti razılaşma yolu ilə.",1621,"Bakı Slavyan Universiteti 
"," Azərbaycan Dillər Universiteti 
"," Sirk 
"," 28 May m.
"," Nərimanov r.
",
2442744,2021-11-07,Yeni tikili,3 / 16,185 m²,4,var,290 000AZN,vasitəçi (agent),"MEBEL VE EWYALAR QIYMETE DAXILDIR...8-ci Mkr Azadliq prospekti Vorovski dairesine yaxin  yeni tikilmiw yawayiw kompleksinde  185 kvm sahesi olan 4 otaqli  orta ev skvaznoy mənzil satılır..Menzil 16 mertebeli binanin 3-cu mertebesinde yerlewir,super temirlidir pol parketdir,istilik sistemi kombidir..Menzil skvaznoydur her iki istiqamete baxiwi var (heyete ve yola).Menzil bütün mebel ve eşyalarla birlikde satılır..Real alıcı ile qiymetde razılaşmaq olar..Qaz kupça var..ofisin xidmet haqqi alici terefden 1 % tewkil edir.",27,"Azadlıq Prospekti m.
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,,
2442742,2021-11-07,Köhnə tikili,6 / 9,100 m²,4,var,119 000AZN,vasitəçi (agent),"Təcili olaraq satılır!!!

    Yeni Yasamalda Gülüstaan Şadlıq sarayının yanında 9 mərtəbəli binanın 6ci mərtəbəsində orta blok orta mərtəbədə yerləşən orta təmirli 4 otaq mənzil satılır. Həyətdə maşın saxlamaq və uşaqların oynaması üçün geniş meydança və 
çox yaxın məsafədə marketlər, məktəb, bağça, avtobus dayanacağı var",48,"Yasamal r.
"," Yeni Yasamal q.
",,,,
