id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
2518783,2021-12-18,Yeni tikili,18 / 18,69 m²,2,var,118 000AZN,vasitəçi (agent),"TECILI SATIS QIYMET ENDIRILDi
8 mikrorayon, Azadliq metrosunun cixisinda Medera Hospitalin ustunde insa edilen Ibadin binasi kimi taninan Ismayil MTK ya mexsus 18/18 mertebesinde (mansard deyil lift qalxir, mansardda yasayis var) 2 otaq (1 otaqdan 2 otaga duzelmis) 69 kv sahesi olan ela temirli ve esyali menzil 118000 manata tecili satilir. KUPCA var. Ipotekaya yararlidir. Bu qiymete bu binada menzil yoxdur.",16,"Azadlıq Prospekti m.
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,,,,,
2476178,2021-12-18,Yeni tikili,10 / 17,51 m²,1,var,76 500AZN,vasitəçi (agent),"Mənzil sahibi olmaq istəyənlərə gözəl təklif!!!
Nizami rayonu,Neftçilər metrosu,Xəzər Univeristetinin yanında,Yeni  Elit Tikili 17 mərtəbəli binanın 10-cu mərtəbəsində umumi sahəsi 51 kv/m olan 1 otaqlı Əla təmirli mənzil satılır.Qaz,Su,İşıq daimdir.İstilik sistemi Kombidir.Yer parketdir.Mənzilin təmirində Keyfiyyətli materiallardan istifadə olunub.Geniş Həyəti,Mühafizə sistemi,mövcuddur.Yaxınlıqda Məktəblər,Bağçalar,Marketlər var.Bina infrastruktur cəhətdən gözəl yerdə yerləşir.Alıb 400 Manata Kirayə vermək üçündə uyğundur.
Sənəd Kupçadır.
Əşyalı Qiyməti 80.000 Manat.
Əşyasız Qiyməti 76.500 Manat.
",73,"Neftçilər m.
"," Nizami r.
",,,,,,,
2518778,2021-12-18,Yeni tikili,4 / 17,86 m²,3,var,116 000AZN,mülkiyyətçi,"Təcili. Öz evimdir. Ceyhun Səlimov 16. 2 otaqdan 3-ə düzəlib. Otağın biri təmirsizdi. Ev Papanin körpüsünün yani, 8 novabr metrosunun çıxışındadır. Real müştərisi olan vasitəçilər narahat edə bilər. Şəkil çəkib elan yerləşdirmək üçün narahat etməyin.",519,"Tibb Universiteti 
"," Nəsimi r.
",,,,,,,
2518777,2021-12-18,Yeni tikili,12 / 16,72.7 m²,1,yoxdur,105 000AZN,vasitəçi (agent),Nərimanov rayon Əliyar Əliyev küçəsində yerləşən Yeni Tikilidə 72.7 kv metr olan 1 otaqlı podmayak mənzil təcili olaraq satılır.Binada qaz su işıq dayimidir.real müşdərilərə mənzilə baxdıqdan sonra endirim olacaq.ofisin xidmət haqqı 1%təşgil edir.,35,"Nəriman Nərimanov m.
"," Nərimanov r.
",,,,,,,
2518776,2021-12-18,Köhnə tikili,9 / 9,60 m²,2,var,73 000AZN,vasitəçi (agent),"Xətai rayonu Əhmədli metrosuna 5 dəqiqəlik piyada məsafədə Sərhədçi idman kompleksinin arxasında Seyid Əzim Şirvani küçəsində 34 cü polis bölməsinin yanında yerləşən tam yaşayışlı köhnə tikili 9 mərtəbəli daş binanın 9cu mərtəbəsində 60 kv 2 otaqlı , təmirli,Kiyev lahiyyəli, kupçalı evdir.Qaz,işıq,su daimidir.Mərkəzi istilik sistemi var.Yaxınlığında 2 məktəb,bağça,marketlər,metro,gözəllik salonu,aptek,avtobus dayanacağı yerləşir.İnfrastruktur cəhətdən əla yerdə yerləşir.Mənzil keyfiyyətli materiallarla təmir olunub. Qiyməti 73000 manatdır.İpotekaya yararlıdır.Xidmət haqqı 1% təşkil edir.
",23,"Əhmədli m.
"," Xətai r.
"," Əhmədli q.
",,,,,,
2518773,2021-12-18,Yeni tikili,6 / 9,75 m²,2,yoxdur,123 000AZN,vasitəçi (agent),H.Aslanov metrosunun cixiwinda elit yawayiw binasinda 9 mertabali yeni tikilinin 6 ci mertabasinda baxiwi metroya sari super prayektli super temirli polu palid parket qapilari avropa qapisi oboylari ITALYANIN zambaiti firmasindan sanuzeri Ispanski kafel metlax bir sozla temirda yuksak keyfiyyatli materallardan istifade olunmuw MENZIL TECILI SATILIR QIYMATINDA RAZILIQ YOLU VAR,45,"Həzi Aslanov m.
"," Xətai r.
"," Əhmədli q.
",,,,,,
2518772,2021-12-18,Köhnə tikili,1 / 5,120 m²,4,var,133 000AZN,vasitəçi (agent),"TECILI SATILIR!
ƏLA TƏKLİF!!

Şəhərin mərkəzi!

SUPER QİYMƏT

Yasamal rayonu, Parlament prospekti,Fexri Xiyabanin yaninda, 5 mertebeli köhnə tikili binanin birinci mertebesinde əla temirli dublex menzil satilir.
Mənzil zirzəmi hesabına 2 mərtəbəli mənzilə çevrilib. 50kv çox artırması var.İki giriş qapısı var. Birinci mərtəbədə 3 otaq və sanitar qovşağı, ikinci mərtəbədə isə genis,isiqli zal, mətbəx və sanitar qovşağı var. Bütün otaqlar birinci işıqlıdır.Menzil yaxsi temirli,laminat doseme,Pvc pencere,iki giris qapisi,2 eded birlesmis sanitar qovsagi,kombi sistemi ile techiz olunmusdur.
Həyətdə maşın saxlamaq üçün şəxsi yeri var. Ev İçərişəhər və Elmlər Akademiyası metrolara yaxın ərazidə yerləşir. Ətrafda , Dağüstü park,İncəsənət Gimnaziyası, Azərbaycan Respublikasının Dövlət Təhlükəsizliyi Xidməti, Azərbaycan Respublikasının Fövqəladə Hallar Nazirliyi, 20 nömrəli məktəb-lisey, A. Hüseynzadə adına məktəb ve s. yerlesir.Xahish olunur bos-bekar adamlar narahat etmesin.Real aliciya endirim olunacaq!!!

Bu ərazidə bu qiymətə belə mənzil yoxdur.

Şirkətin xidmət haqqı 1%...

Kərəm M
Şəhid ailələrindən xidmət haqqı tələb olunmur.",20,"Space TV 
"," Yasamal r.
",,,,,,,
2518771,2021-12-18,Yeni tikili,14 / 15,355 m²,6,var,470 000AZN,vasitəçi (agent),"Şəhərin mərəzində 28 may metrosu , Nəsimi RPİ yaxınlığında 15 mərtəbəli yeni binanın 14 və 15- ci mərtəbəsində , sahəsi 355 kv m olan 6 otaqlı ( Dupleks) mənzil təcili satılır. Hər mərtəbədə sahəsi 177,5 kv m olan 3 otaqlı (skvaznoy) mənzilin elektrik , malyar işləri görülüb. Sənəd kupçadır.",34,"28 May m.
"," Bakı Slavyan Universiteti 
"," Nəsimi r.
",,,,,,
2482305,2021-12-18,Yeni tikili,13 / 17,125 m²,3,yoxdur,220 000AZN,vasitəçi (agent),"Neftciler M/ST cixisi
62nomreli mektebin yani
FVS MTK
Qanuni 3 otaq
Sahesi 125 kv
Mertebe 17/13
Super temir (2 sanuzel)
Sened Muqavile
real musderiye endirim var
Melumat ucun elaqe saxlayin
Ofis xidmet haqqi 1%",22,"Neftçilər m.
"," Nizami r.
",,,,,,,
2518768,2021-12-18,Yeni tikili,13 / 16,83 m²,3,var,157 000AZN,vasitəçi (agent),"Nərimanov !kupcalı!yeni tikili bina!

Qanuni 2 otaq, 3 otaqa çevrilib. ""Gilavar"" restoranın yanında yerləşir. Mənzərəsi Gənclik istiqamətinədir. Əla təmirlidir,təmirdən sonra yaşayış olmayıb. Mənzil bütövlüklə istipoldur. Bu həm rahatlıq,həm qaza qənaət deməkdir. Kombi və kollektor sistemidir. Binanın böyük həyəti var. Çox rahat girişi-çıxışı var. Mənzil orta blokda yerləşir. Mənzildə əlavə olaraq,kiçik kladovkada mövcuddur. Qaz su işiq daimidir. Grand Nerimanof Mtk.REAL alıcı ile danisiq mumkundur.
ciddi maraqlanan şəxslər əlaqə saxlaya bilər
ofisin xidmət haqqı 1 %",50,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,,,,,
