id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
2288820,2021-11-28,Yeni tikili,17 / 17,115.2 m²,2,var,133 000AZN,mülkiyyətçi,"Şəhərin mərkəzində, Nərimanov rayonu, Xətai prospekti, Təhsil Nazirliyinin yaxınlığında yerləşən, Lüks Yaşayış Kompleksi olan ARMONİ RESİDENCE-in VİP blokunda qanuni 2 otaqlı
Dənizə panorama. 17 mərtəbəli binanın 17-ci mərtəbəsində yerləşir. Lift qalxır kupça verilir. Mansard deyil. Rahatlıqla 3 otağa çevirmək mümkündür. Sayğacların pulu ödənilib və quraşdırılıb. Lebedka, su, və işığın da pulu ödənilib. Mənzildə təmirə başlamaq üçün 1000 manatlıq material alınıb. Binada bu giymete menzil yoxdur.",4675,"Nərimanov r.
",,,,,
2480193,2021-11-28,Yeni tikili,3 / 17,127 m²,3,var,165 000AZN,vasitəçi (agent),"TƏCİLİ SATILIR !!!
QAZLI+KUPÇALI TAM YAŞAYŞLI BİNA
Yasamal Rayonu, Y,yasamal Ə.Əhmədov küçəsinin ən yaxşı ərazisndə Bizim marketin arxasınd yerləşən 17, məritəbəli görkəmli və keyfiyyətli binanın 3-cü məritəbəsində yerləşən Radnoy, 3 otaqlı Yel çəkən çox gözəl proyekti olan öznə məxsus keyfiyyətli matereallardan təmir olunmuş mənzil satılır. Mənzildə qaz,su, işıq daimidir. Əlavə olaraq bian çox gözəl və əlverişli ərazidə yerləşir Binanın tam yanında uşaq baxcası Məktəb Bravo hiper market bizim market bazastor mövcuddur ətraflı məlumat alamq üçün buyurub zəng edə bilərsiz.",79,"Yasamal r.
"," Yeni Yasamal q.
",,,,
2480191,2021-11-28,Köhnə tikili,6 / 9,105 m²,3,var,230 000AZN,mülkiyyətçi,"Füzuli küç 53, Heydər əliyev adına sarayın arxasında,qış bulvarı ilı üzbəüz eskperim daş bina,restovrasiyadan sonra sahəsi 100kvm olan 9\6 mərtəbə 3 otaqlı mənzil satılır. Orta remont,qış bulvarına panaraması var. 28 may metrosuna yaxındır. Qazı və kupçası var. Həyətdə uşaq baxçası və məktəb var. ",20,"Qış parkı 
"," Milli Konservatoriya 
"," Bakı Musiqi Akademiyası 
"," Nizami kinoteatrı 
"," Nəsimi r.
",
2417505,2021-11-28,Yeni tikili,11 / 16,105.4 m²,2,var,150 000AZN,mülkiyyətçi,"Nərimanov rayonu,Şərq Bazarının yanında,yeni Pilot layihə ilə tikilmiş 16 mərtəbəli lüks yaşayış kompleksinin 11-ci mərtəbəsində ŞİRKƏTDƏN UCUZ ,gözəl planirovkalı sahəsi 105.4 kv.metr olan,2 otaqlı,təmirsiz(podmayak) mənzil təcili satılır.Bina zəruri infrastruktura malik ərazidə inşa edilmişdir. Yaxınlıqda Yaşıl bazar,məktəb,bağça və.s mövcuddur. Qeyd edim ki, ŞİRKƏTDƏ kv daha yüksək qiymət teklif olunur. Ciddi şəxslərlə danışığa yer var. Ətraflı telefonda.",80,"Nərimanov r.
",,,,,
2480188,2021-11-28,Yeni tikili,4 / 19,127 m²,3,var,235 000AZN,vasitəçi (agent),"TECILI !!! IPOTEKAYA YARARLI !!! 

Yasmal rayonunda Elit komplekslerin birinde SHOKOLOD Tower'da qanuni 3 otaqli skvaznoy podmayak menzil satilir., Binanin genis heyeti usaqlarin eylenmesi ucun oyun meydancasi futbol meydancasi ve  fitness zali var., binanin yaxinliginda restoranlar supermarketler yerlesir.,  Binanin 24 saat mufhafizesi suretli lifti ve yeralti parkingi var., Ofis xidmet haqqi 1 %

QEYD : Binada kv 2000 AZN'den  satilir.
",30,"Elmlər Akademiyası m.
"," Yasamal r.
",,,,
2480184,2021-11-28,Köhnə tikili,7 / 9,90 m²,2,var,117 000AZN,vasitəçi (agent),"Təcili satılır! Bazar qiymətindən aşagı! metronun ""Əhmədli"" stansiyası, ""Bakl "" kinoteatrı ilə üzbəüz yerləşən, LENİNQRAD LAYİHƏLİ binada, sənədlə tam 3 otaqlı olan, təmirli, təmiz və səliqəli mənzil. 9/7 -ci mərtəbəsi. Cənub küncdür. Sahəsi 90 kv. İişıqlı və geniş mənzildir, geniş və yaşıl həyəti, rahat parkovkası, balkonu var. Yaxınlığında 2 ədəd məktəb, bağça, mağaza və s. var. Həyəti təmir olunub, park salınıb, uşaq meydançası, trenajor zalı və s.

Срочно! В связи с отъездом, ниже рыночных цен! Недалеко от ст. м. ""Əhmədli"" и кинотеатра ""Bakl "", полноценная 3-х комнатная квартира , 9/7-й этаж сквозная квартира, имеется центральная отопительная система . Тихий, просторный и зеленый двор.",56,"Əhmədli m.
"," Xətai r.
"," Əhmədli q.
",,,
2480178,2021-11-28,Yeni tikili,17 / 17,137 m²,3,var,125 000AZN,mülkiyyətçi,"Təcili satılır. Qiymət 125000 endirildi.Yeganə ş/e arxasında. 17 mərtəbəli binanın 17-ci mərtəbəsində təmirli, kupçalı,qanuni 3 otaq. Lift 16 dək qalxır. Mansard deyil. Üstü beton örtüklü,çardaqlı bina. Tam 3 otaqlı, geniş və işıqlı mənzildir. Bütün pəncərələr vitrajdı deyə, şəhərə gözəl mənzərə açılır. Mətbəx otaqlarla eyni ölçüdə olduğundan qonaq otağı studio kimi istifadə olunur deyə 4 otaq kimi də sayıla bilər. İstəsəniz mətbəxi artırma ilə balkona da keçirə bilərsiz. Geniş , şəhərə gözəl mənzərəsi və bütün evi əhatə edən balkonu var. Yayda terras kimi gözəl istirahət etmək üçün istifadə olunur. İstilik sistemi kombidi. Su,qaz, işıq problemi yaranmır. Çəni var. Mənzilin təmirində yeni tikililərdəki kimi əlavə koridorlara itki sərf olunmayıb deyə, otaqlar genişdir. Pəncərələr keyfiyyətli olduğundan külək səsi eşidilmir. Geniş hamamı, jakuzi, bütün otaqlarda kondisoner sistemi var ,tv, WiFi quraşdırılıb. Metroya, dayanacağa, mağaza və bir sözlə infrastrukturu rahat ərazidə yerləşir. Binanın həm qaraj sistemi, həmdə həyətdə parkovkası var. 2 lift. Mebellərin bəzisi qalacaq. Xatırladaq ki, mənzil köçlə əlaqədar təcili satıldığından 135000 -dən 125000 endirildi.",3428,"Memar Əcəmi m.
"," Nəsimi r.
"," 4-cü mikrorayon q.
",,,
2480177,2021-11-28,Yeni tikili,7 / 14,58 m²,2,var,92 000AZN,vasitəçi (agent),"QAZLI KUPÇALI İPOTEKAYA YARARLI

Yeni Yasamalda Albalı uşaq bağçasının yanında 14 mərtəbəli yeni tikilinin 7-ci mərtəbəsində 58kv sahəyə malik 1 otaqdan 2 otağa düzəlmə təmirli mənzil təcili satılır.

Mənzildə qaz su işıq daimidir. 

Ətraflı əlaqə saxlaya bilərsiniz. 

Xidmət haqqı 1%",62,"Yasamal r.
"," Yeni Yasamal q.
",,,,
2480171,2021-11-28,Yeni tikili,5 / 16,109 m²,3,var,285 000AZN,vasitəçi (agent),"Yasamal rayonu Almaz park yaşayış kompleksində yeni təmirdən çıxmış 3otaqli tam təmirli mənzil satılır
Vasitəçilər narahat etmesin
Real alıcı fürsətdən yararlana bilər",23,"Yasamal r.
"," Yasamal q.
",,,,
2467692,2021-11-28,Köhnə tikili,1 / 9,36.8 m²,1,var,51 500AZN,mülkiyyətçi,"Yeni Günəşli qəsəbəsi, “V” yaşayış sahəsi, Samir Cəfərov 10, 9 mərtəbəli binanın 1-ci mərtəbəsində 1 otaqlı mənzil satılır.
Arxada bağçası var və gələcəkdə otaq artırıla bilər. Məhəllədə uşaq meydançası və besedkalar var. Su, qaz və işıq problemi yoxdur. Binanın əla infrastrukturu var - yaxınlıqda Araz, Oba və digər marketlər mövcuddur. Çox sakit qəsəbədir və kriminogen vəziyyət  demək olar 0% dərəcəsindədir.
",49,"Suraxanı r.
"," Yeni Günəşli q.
",,,,
