id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
2591714,2022-01-28,Köhnə tikili,5 / 5,40 m²,2,var,73 000AZN,vasitəçi (agent),"Təcili Satılır!!!! Bu qiymete burda Bele menzil yoxdur !!!!
Elmlər Akademiyası, Mətbuat prospekti Zərgərlik zavodu ilə üzbəüz, orta blok 2 otaqlı(1/2 düzəlmə)Xruşov layihəli, 5/5 (evin dam örtüyü var). Təmirdən sonra yaşayış olmayıb, bir ailənin çox rahat yaşaya biləcəyi bir mənzildir.
Alıcı Üçün Xidmet haqqı 1%",14,"ASAN Xidmət №3 
"," Yasamal bazarı 
"," Elmlər Akademiyası m.
"," Yasamal r.
"," Yasamal q.
",
2591711,2022-01-28,Yeni tikili,10 / 16,182 m²,4,yoxdur,295 000AZN,vasitəçi (agent),xetai metrosunun yaxinligi yeni tikilinin 10-cu mertebesi 4 otaq deniz menzereli temirsiz menzil satilir. Menzilin 3 otaqi denize baxir etrafli zeng edin,35,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,
2591710,2022-01-28,Köhnə tikili,3 / 5,100 m²,4,var,128 000AZN,vasitəçi (agent),"Bakıxanov qəsəbəsi,Asan xidmətin tam yanı 4 otaq tam təmirli mənzildi.Yaxınlıqda məktəb,bağca,mağaza var,dayanacağa yaxındır.Şəkillərdə görsəndiyi kimi mənzil full təmirlidi.",24,"Sabunçu r.
"," Bakıxanov q.
",,,,
2591709,2022-01-28,Yeni tikili,11 / 17,58 m²,2,var,117 000AZN,vasitəçi (agent),"TECILI SATILIR !!!
DEYERINDEN COX ASAGI QIYMETE SATILIR !!!

Menzil yerlewir İnqlab küçəsində Ege qospitalın arxasında Tibb Universitetinin yaxınlığında 2 otağa düzəlmə super təmirli mənzil satılır. Yaşayışlı binadır. Binada 2 surətli Sigma liftləri və 24 saat mühafizə xidməti var. Təmirdən sonra yaşayış olmayıb.
Menzil etrafi yawayiw ucun vacib olan butun infrastriktur obyektleri vardir 
REAL ALICILAR BUYURUB ELAQE SAXLAYA BILERLER 
Ofis haqqi 1%tewqkil edir ",45,"ASAN Xidmət №1 
"," Neftçi bazası 
"," Tibb Universiteti 
"," Nəsimi r.
",,
2591706,2022-01-28,Yeni tikili,7 / 17,130 m²,3,yoxdur,233 000AZN,vasitəçi (agent),"Təcili Satılır!!! Əla təklif !!!!
Yasamal rayonu. Elmlər Akademiyasının yanında, ""Uniklinika"" nın üstündə 3 otaqlı mənzil satılır.7/17 mərtəbə. Yaxşı vəziyyətdədir. Laminat pollar, hündür tavanlar, KATV, WiFi, 3 split kondisioner, 2 s.q (1 duş otağı, 1 jakuzi), mərkəzi istilik sistemi, quraşdırılmış mətbəx mebeli, yatag otagda garderob var, ve eyvan. 24/7 mühafizə olunan həyət, yeraltı qaraj, həyətdə park yeri, 2 sürətli lift, uşaq meydançası. Qaz var! Cixarishi var! (Kupcha)
 Şirketin xidmet haqqı 1%",14,"Elmlər Akademiyası m.
"," İncəsənət və Mədəniyyət Un. 
"," Hüseyn Cavid parkı 
"," Yasamal r.
"," Yasamal q.
",
2573235,2022-01-28,Yeni tikili,15 / 19,94 m²,2,var,186 000AZN,vasitəçi (agent),"MERKEZDE!!!
Nəsimi rayonu, Semed Vurqun bagi, Keykab Sefereliyeva küçəsi, 28 May metro stansiyasının yaxınlığında yerləşən, PORT BAKUYA yahin, yeni inşa edilmiş 19 mərtəbəli binanın 14-ci mərtəbəsində 2 otaqli, 94 kv.m sahəsi olan (pod mayak) təmirsiz mənzil satılır. Mənzildə su,işıq,qaz daimi fasiləsiz verilir. Bina “MTK”-a tərəfindən yüksək səviyyədə inşa edilib, 3 eded suretli lift, yer alti ve yer ustu avtomobil dayanacağı, 24 saat mühafizəsi var. Bina super marketlərə, uşaq baxçalarına, orta məktəblərə yaxın ərazidə inşa edilib. Mənzil haqqında ətraflı məlumat almaq istəyənlər aşağıdakı telefon nömrəlsi ilə əlaqə saxlaya bilərlər. Kupca var. Ipotekaya tam yararlidi. Real mushteriye endirim olacaq.
Ofis haqqi 1%
--------------------------------------------------------------- 

В ЦЕНТРЕ !!!
Продается  2-х комнатная квартира площадью 94 кв.м (под маяком) на 14-м этаже 19-ти этажной новостройки в Насиминском районе, на улице Кейкаб Сефаралева, рядом со станцией метро «28 Мая».  Вода, электричество, газ обеспечены в квартире без перебоев.  Дом построен МТК на высоком уровне, имеет 3 лифта, паркинг, круглосуточная охрана.  Здание построено рядом с супермаркетами, детскими садами и школами.  Желающие получить подробную информацию о квартире могут связаться по следующему телефону. Купча имеется.
",1347,"28 May m.
"," Neft Akademiyası 
"," Bakı Musiqi Akademiyası 
"," Səməd Vurğun parkı 
"," Milli Konservatoriya 
"," Nəsimi r.
"
2571782,2022-01-28,Yeni tikili,12 / 17,176 m²,4,var,390 000AZN,vasitəçi (agent),"ŞƏHƏRİN MƏRKƏZİNDƏ ƏLA PANORAMALI, NİZAMİ METROSU 2 dəqiqəlik məsafədə Şamil Əzizbəyov küçəsi, XARİCİ İŞLƏR NAZİRLİYİ yanında tam yaşayışlı 17 mertebeli binanin 12 ci mertebsinde QAZLI, KUPCALI ümumi sahesi 176 kvm olan radnoy 4 otaqli təmirli mənzil satilir. -kompleksin yeraltı qaraj, həyətyanı ərazi, SIGMA liftləri, 24 saat muhafize olunan heyet. Mənzil şəxsi yaşayış üçün təmir olunmuşdur. Istilik sistemi kombidir. Qiymət 390.000 manat. Real müştəriyə endirim olunacaq Ofis haqqı 1% 
",17,"Beşmərtəbə 
"," Nizami m.
"," Yasamal r.
",,,
2571778,2022-01-28,Yeni tikili,5 / 7,57 m²,2,yoxdur,39 000AZN,vasitəçi (agent),"Təcili: Dəyərindən ucuz mənzil satılır.
Mənzil Masazır dairəsindən təxmini 1 km məsafədə , plokatın yanında yerləşir. Nəqliyyatla 2-3 dəqiqəlik piyada 10-15 dəqiqəlik məsafədir. 7 mərtəbəli binanın  5-ci mərtəbəsidir, qanauni 1 otaqdır və 2 otağa bölünür (peredelka). Bina yüksək keyfiyyətlə tikilmişdir və tam yol kənarında yerləşir. Binada satış qiyməti 1 kv metr üçün 800 manatdan başlayır (57x800=45600). Təcili olduğundan dəyərindən ucuz 39000 manata satılır. Binanın  mart ayına təhvil verilməsi planlaşdırılır.",53,"Abşeron r.
"," Masazır q.
",,,,
2591703,2022-01-28,Yeni tikili,10 / 20,162 m²,3,var,240 000AZN,vasitəçi (agent),"Bina qazla təchiz olunub!
Sənəd: Çıxarış!

Yasamal rayonu, “Qələbə” dairəsi yaxınlığında, “İnşaatçılar” metrosunun tam yanında tam yaşayışlı yeni tikilidə 3 otaqlı mənzil satılır!

Əla təmirli! Mərtəbə: 10/20. Ümumi sahəsi 162 kv.m., Parket döşəmə, hündür tavan. KATV, Yüksək sürətli FİBER Optik internet, Wi-Fi. Quraşdırılmış mətbəx mebeli və texnikası. İstillik sistemi “Kombi”, split-kondisionerlər. 2 s/q (cakuzi, duş-kabina). Mühafizə olunan geniş həyəti, 2 sürətli liftlər, yeraltı və yerüstü avto dayanacaqlar.

_______
Газ и Купчая!

Ясамальский район, около станции метро «Иншаатчылар» и круг «Гелебе» в заселенной новостройке продаётся 3-х комнатная квартира!

Отличный ремонт! Этаж: 10/20. Общая площадь: 162 кв.м., Пол паркет, высокие потолки. 2 балкона. КAТВ, интернет-Wi-Fi, Фибер – оптоволоконный всокоскоростной интернет. Отопительная система “Комби”, сплит кондиционери. 2 с/у (душ-кабина, джакузи). Встроенная кухня мебелю с бытовой техникой. Большой охраняемый двор, 2 скоростных лифта, подземный гараж, парковочные места.",24,"İnşaatçılar m.
"," Yasamal r.
",,,,
2591702,2022-01-28,Yeni tikili,6 / 19,57.1 m²,2,yoxdur,85 000AZN,vasitəçi (agent),"Bütün əşya və elektronika ilə!!

Panorama Parkda
Ünvan : Həzi aslanov, Gəncə prospekti
Növ : Yeni tikili
Mərtəbə : 19/6
Otaq : 1 otaq 2 otağa düzəlmə
Sahə : 57.1 m²
Qaz su işiğ fasiləsizdir

QİYMƏT 85.000 ₼",88,"Həzi Aslanov m.
"," Xətai r.
",,,,
