id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
2320658,2021-10-01,Köhnə tikili,5 / 5,140 m²,3,var,460 000AZN,vasitəçi (agent),"Səbail rayonu Neftciler prospektinde bulvarın tam qarşısında, Bakı Biznes merkeziyle uzbəuz, ümumi sahəsi 140 kv.m olan,3 otaqlı təmirli Dubleks mənzil satılır. Mənzilin təmirində keyfiyyətli avadanlıqlardan istifadə olunmuşdur. Mənzilin 2 hamam və tualeti var.İstilik sistemi kombidir. Mənzilin həm zalından həm də yataq otağından DƏNİZƏ PANORAMASI var. Zalda vitraj pəncərə quraşdırılıb. Binanın avtodayanacağıi var. Mənzildən Bulvara v ə Sahil metrosuna addımlıq məsafə var.Mənzilin sənədi isə KUPÇADIR! ",262,"Azneft meydanı 
"," İçəri Şəhər 
"," İçəri Şəhər m.
"," Səbail r.
",,,,,,,
2374133,2021-10-01,Yeni tikili,15 / 17,175 m²,4,var,280 000AZN,vasitəçi (agent),"8 Noyabr Metrosunun çıxışı, Hərbi Hospitalın yanında 17/15 ci mərtəbəsində, ümumi sahəsi 172 m² olan tam təmirli 4 otaq mənzil satılır. 2 sanitar qovşağı var. Qaz, su, işıq daimidir. Kupça var. Mənzil əşyalı satılır. 

Əlavə məlumat üçün əlaqə saxlayın
Xidmət haqqı 1 %",26,"8 Noyabr m.
"," Bakı Asiya Universiteti 
"," Nəsimi r.
",,,,,,,,
2374130,2021-10-01,Yeni tikili,7 / 16,156 m²,3,yoxdur,210 000AZN,vasitəçi (agent),"TƏCİLİ !!!
DƏYƏRİNDƏN UCUZ QİYMƏTƏ!
Elmlər metrosundan 1-2 dəq məsafədə, Hüseyn Cavid prospektində qanuni 3 otaqlı mənzil satılır.
Mərtəbə 16/7.
Ümumi sahəsi 156 kv.m.-dir.
Binada qaz, su, işıq daimidir, yaşayış var.
Komissiya haqqı 1% təşkil edəcək.",22,"Elmlər Akademiyası m.
"," İncəsənət və Mədəniyyət Un. 
"," Yasamal r.
",,,,,,,,
2374129,2021-10-01,Yeni tikili,11 / 17,180 m²,4,var,345 000AZN,vasitəçi (agent),"Xususi Dizayn +Keyfiyyətli Təmir +Qanuni 4 otaqlı  Mənzil Nizami rayonu Qara Qarayevdə metronun yanında yerləşir.Ümumi sahəsi 180 kv m olan mənzil qanuni 4 otaqlıdı.Mənzil şəxsi yaşayış üçün Dizayn şirkəti tərəfindən təmir etdirilib.Mənzilin çox ideal proyekti var yelcəkəndi hər ikitərəfə balkonu var.Otaqlar genişdi.Qonaq otağı geniş böyukdu.Sanuzellər 3 dənə ayrı ayrıdı yataq otagıda1 sauzel 1 qardiob yerləşir.Mənzilin Granit olan hissələrin istipolu var.Binada qaz su işiq daimidi.Kupça binada var,Mənzil sahibi götürməyib.Mənzilə baxmaq üçün buyurub əlaqə saxlaya bilərsiniz.Ofisin xidmət haqqı 1%",109,"Qara Qarayev m.
"," Nizami r.
",,,,,,,,,
2374128,2021-10-01,Yeni tikili,17 / 17,142 m²,3,yoxdur,155 000AZN,mülkiyyətçi,Təcili satılır !!! Mənzil Hərbi hospitalın yanındakı Rahat Marketin üstündə yerləşir. Mənzil tam əşyalı satılır. ,19,"8 Noyabr m.
"," Bakı Asiya Universiteti 
"," Nəsimi r.
",,,,,,,,
2323340,2021-10-01,Yeni tikili,10 / 12,44 m²,2,var,65 000AZN,mülkiyyətçi,"Yeni̇ Günəşli̇ qəsəbəsi̇ Xəzər Inşaat bi̇nalarında təci̇li̇ ev satılır. Xaqlar Dostluğu metrosuna avtobusla 10 dəqi̇qəli̇k yoldu. evi̇n ümumi̇ sahəsi̇ 43.3 kvm, 1-dən 2-yə peredelka studiya, bi̇nanin mühafi̇zəsi̇, kamera müşahi̇dəsi, qarajı, domofonu, i̇nterneti̇, 2 li̇fti̇ var. su, i̇şiq, qaz dai̇mi̇di̇r. Kreditlə də ödəmək olar nəğd 55000 AZN, 20 ayda 503 manat.",43,"Suraxanı r.
"," Yeni Günəşli q.
",,,,,,,,,
2374127,2021-10-01,Yeni tikili,4 / 18,124 m²,3,yoxdur,140 000AZN,vasitəçi (agent),"ÇOX TECİLİ ..Yasamal r. DEYERİNDEN AŞAQI !
Elmlerde Bakı dövlet universitetinin yataxanasinin arxasında 18 mertebenin 4 cu mertebesinde yeni tikili binada remontsuz podmayak 3 otagli menzil satılır. Binada daimi Qaz, Su, İşıq, 7/24 mühavize sistemi, Yer altı qaraj var butun iase abyektleri mekteb baxca super market isdrahet zonasi ve s.Bu erazide bu qiymete bele menzil yoxdu.. qaz var tam yasayisli binadir Tecili pul lazım olduqu üçün bu qiyemete satılir. qiymet sondur qiymete gore narahat etmiyin...OFIS HAQQI 1% ALICI TEREFINDEN ODENILECEK ",21,"Bakı Dövlət Universiteti 
"," Elmlər Akademiyası m.
"," Yasamal r.
",,,,,,,,
2374126,2021-10-01,Yeni tikili,13 / 15,120 m²,3,yoxdur,110 000AZN,vasitəçi (agent),"Yasamal rayonu ,Yeni Yasamal massivi , Bizim  marketin yaxinligi ,15 mertebenin 13-cu mertebesinde , sahesi 120 kv.m olan , 3 otaqli , yelceken , ( skvaznoy ) temirsiz menzil satilir.. Qaz , su , ishiq daimidir. 
Xidmet haqqi 1 %...",30,"Yasamal r.
"," Yeni Yasamal q.
",,,,,,,,,
2319845,2021-10-01,Yeni tikili,6 / 13,143 m²,3,yoxdur,329 000AZN,mülkiyyətçi,"Şəhərin mərkəzində, Səməd Vurğun küçəsində, H.Əliyev Sarayının, Qış parkının və Təzə Bazarın yanında, ""SEVEN POINTS"" Yasayis Kompleksində, ümumi sahəsi 143 kv/m olan 3 otaqlı mənzil satılır. Mənzil təmirsizdir / podmoyakdır. Mənzilin geniş otaqları və 2 sanuzeli var. Şəhərə və parka mənzərəsi,.geniş həyəti  2 sürətli səssiz liftləri, yeralti parkinqi var. Rahat yer, inkişaf etmiş ərazi, 24 saat mühafizə, yaxınlıqda parklar, müxtəlif mağazalar, kafe və restoranlar var.",17,"Sirk 
"," Qış parkı 
"," Azərbaycan Dillər Universiteti 
"," Zabitlər parkı 
"," Nəsimi r.
",,,,,,
2319347,2021-10-01,Yeni tikili,15 / 17,94 m²,2,var,105 000AZN,vasitəçi (agent),"Yasamal rayonu ,Yeni Yasamal massivi , Bizim  marketin yaxinligi , Kupcali , 17 mertebenin 15-ci mertebesinde , sahesi 94 kv.m olan , 2 otaqli , yelceken , ( skvaznoy ) temirsiz menzil satilir.. Qaz , su , ishiq daimidir. 
Xidmet haqqi 1 %...",26,"Yasamal r.
"," Yeni Yasamal q.
",,,,,,,,,
